"Units","scenario","region","subsector","technology","output","year","value"
"EJ","CCSP450","Africa_Eastern","biomass","biomass (IGCC CCS)","electricity",2025,0.00257323
"EJ","CCSP450","Africa_Eastern","biomass","biomass (IGCC CCS)","electricity",2030,0.0099405
"EJ","CCSP450","Africa_Eastern","biomass","biomass (IGCC CCS)","electricity",2035,0.0277995
"EJ","CCSP450","Africa_Eastern","biomass","biomass (IGCC CCS)","electricity",2040,0.0627958
"EJ","CCSP450","Africa_Eastern","biomass","biomass (IGCC CCS)","electricity",2045,0.119475
"EJ","CCSP450","Africa_Eastern","biomass","biomass (IGCC CCS)","electricity",2050,0.194794
"EJ","CCSP450","Africa_Eastern","biomass","biomass (IGCC CCS)","electricity",2055,0.269368
"EJ","CCSP450","Africa_Eastern","biomass","biomass (IGCC CCS)","electricity",2060,0.346698
"EJ","CCSP450","Africa_Eastern","biomass","biomass (IGCC CCS)","electricity",2065,0.421607
"EJ","CCSP450","Africa_Eastern","biomass","biomass (IGCC CCS)","electricity",2070,0.502805
"EJ","CCSP450","Africa_Eastern","biomass","biomass (IGCC CCS)","electricity",2075,0.581929
"EJ","CCSP450","Africa_Eastern","biomass","biomass (IGCC CCS)","electricity",2080,0.689132
"EJ","CCSP450","Africa_Eastern","biomass","biomass (IGCC CCS)","electricity",2085,0.847331
"EJ","CCSP450","Africa_Eastern","biomass","biomass (IGCC CCS)","electricity",2090,1.04436
"EJ","CCSP450","Africa_Eastern","biomass","biomass (IGCC CCS)","electricity",2095,1.27505
"EJ","CCSP450","Africa_Eastern","biomass","biomass (IGCC CCS)","electricity",2100,1.51988
"EJ","CCSP450","Africa_Eastern","biomass","biomass (IGCC)","electricity",2025,0.000581528
"EJ","CCSP450","Africa_Eastern","biomass","biomass (IGCC)","electricity",2030,0.000949829
"EJ","CCSP450","Africa_Eastern","biomass","biomass (IGCC)","electricity",2035,0.000987303
"EJ","CCSP450","Africa_Eastern","biomass","biomass (IGCC)","electricity",2040,0.000755127
"EJ","CCSP450","Africa_Eastern","biomass","biomass (IGCC)","electricity",2045,0.00165573
"EJ","CCSP450","Africa_Eastern","biomass","biomass (IGCC)","electricity",2050,0.00417665
"EJ","CCSP450","Africa_Eastern","biomass","biomass (IGCC)","electricity",2055,0.0132858
"EJ","CCSP450","Africa_Eastern","biomass","biomass (IGCC)","electricity",2060,0.0262571
"EJ","CCSP450","Africa_Eastern","biomass","biomass (IGCC)","electricity",2065,0.0443624
"EJ","CCSP450","Africa_Eastern","biomass","biomass (IGCC)","electricity",2070,0.064863
"EJ","CCSP450","Africa_Eastern","biomass","biomass (IGCC)","electricity",2075,0.0864944
"EJ","CCSP450","Africa_Eastern","biomass","biomass (IGCC)","electricity",2080,0.104212
"EJ","CCSP450","Africa_Eastern","biomass","biomass (IGCC)","electricity",2085,0.115575
"EJ","CCSP450","Africa_Eastern","biomass","biomass (IGCC)","electricity",2090,0.122911
"EJ","CCSP450","Africa_Eastern","biomass","biomass (IGCC)","electricity",2095,0.130611
"EJ","CCSP450","Africa_Eastern","biomass","biomass (IGCC)","electricity",2100,0.135343
"EJ","CCSP450","Africa_Eastern","biomass","biomass (conv CCS)","electricity",2025,0.0203282
"EJ","CCSP450","Africa_Eastern","biomass","biomass (conv CCS)","electricity",2030,0.111416
"EJ","CCSP450","Africa_Eastern","biomass","biomass (conv CCS)","electricity",2035,0.247468
"EJ","CCSP450","Africa_Eastern","biomass","biomass (conv CCS)","electricity",2040,0.426436
"EJ","CCSP450","Africa_Eastern","biomass","biomass (conv CCS)","electricity",2045,0.580513
"EJ","CCSP450","Africa_Eastern","biomass","biomass (conv CCS)","electricity",2050,0.688681
"EJ","CCSP450","Africa_Eastern","biomass","biomass (conv CCS)","electricity",2055,0.599235
"EJ","CCSP450","Africa_Eastern","biomass","biomass (conv CCS)","electricity",2060,0.502637
"EJ","CCSP450","Africa_Eastern","biomass","biomass (conv CCS)","electricity",2065,0.425623
"EJ","CCSP450","Africa_Eastern","biomass","biomass (conv CCS)","electricity",2070,0.389063
"EJ","CCSP450","Africa_Eastern","biomass","biomass (conv CCS)","electricity",2075,0.35869
"EJ","CCSP450","Africa_Eastern","biomass","biomass (conv CCS)","electricity",2080,0.374843
"EJ","CCSP450","Africa_Eastern","biomass","biomass (conv CCS)","electricity",2085,0.439036
"EJ","CCSP450","Africa_Eastern","biomass","biomass (conv CCS)","electricity",2090,0.53011
"EJ","CCSP450","Africa_Eastern","biomass","biomass (conv CCS)","electricity",2095,0.646373
"EJ","CCSP450","Africa_Eastern","biomass","biomass (conv CCS)","electricity",2100,0.764601
"EJ","CCSP450","Africa_Eastern","biomass","biomass (conv)","electricity",1990,0.00129257
"EJ","CCSP450","Africa_Eastern","biomass","biomass (conv)","electricity",2005,0.00210251
"EJ","CCSP450","Africa_Eastern","biomass","biomass (conv)","electricity",2010,0.00273254
"EJ","CCSP450","Africa_Eastern","biomass","biomass (conv)","electricity",2015,0.00243667
"EJ","CCSP450","Africa_Eastern","biomass","biomass (conv)","electricity",2020,0.00520561
"EJ","CCSP450","Africa_Eastern","biomass","biomass (conv)","electricity",2025,0.00641554
"EJ","CCSP450","Africa_Eastern","biomass","biomass (conv)","electricity",2030,0.00585856
"EJ","CCSP450","Africa_Eastern","biomass","biomass (conv)","electricity",2035,0.00251012
"EJ","CCSP450","Africa_Eastern","biomass","biomass (conv)","electricity",2040,0.00101069
"EJ","CCSP450","Africa_Eastern","biomass","biomass (conv)","electricity",2045,0.00174872
"EJ","CCSP450","Africa_Eastern","biomass","biomass (conv)","electricity",2050,0.00395744
"EJ","CCSP450","Africa_Eastern","biomass","biomass (conv)","electricity",2055,0.0121533
"EJ","CCSP450","Africa_Eastern","biomass","biomass (conv)","electricity",2060,0.0231963
"EJ","CCSP450","Africa_Eastern","biomass","biomass (conv)","electricity",2065,0.0375146
"EJ","CCSP450","Africa_Eastern","biomass","biomass (conv)","electricity",2070,0.051584
"EJ","CCSP450","Africa_Eastern","biomass","biomass (conv)","electricity",2075,0.0643908
"EJ","CCSP450","Africa_Eastern","biomass","biomass (conv)","electricity",2080,0.072627
"EJ","CCSP450","Africa_Eastern","biomass","biomass (conv)","electricity",2085,0.0740919
"EJ","CCSP450","Africa_Eastern","biomass","biomass (conv)","electricity",2090,0.0730068
"EJ","CCSP450","Africa_Eastern","biomass","biomass (conv)","electricity",2095,0.072741
"EJ","CCSP450","Africa_Eastern","biomass","biomass (conv)","electricity",2100,0.0707844
"EJ","CCSP450","Africa_Eastern","coal","coal (IGCC CCS)","electricity",2025,0.000711697
"EJ","CCSP450","Africa_Eastern","coal","coal (IGCC CCS)","electricity",2030,0.00241637
"EJ","CCSP450","Africa_Eastern","coal","coal (IGCC CCS)","electricity",2035,0.00570609
"EJ","CCSP450","Africa_Eastern","coal","coal (IGCC CCS)","electricity",2040,0.0112654
"EJ","CCSP450","Africa_Eastern","coal","coal (IGCC CCS)","electricity",2045,0.0181102
"EJ","CCSP450","Africa_Eastern","coal","coal (IGCC CCS)","electricity",2050,0.0259346
"EJ","CCSP450","Africa_Eastern","coal","coal (IGCC CCS)","electricity",2055,0.0335609
"EJ","CCSP450","Africa_Eastern","coal","coal (IGCC CCS)","electricity",2060,0.0399132
"EJ","CCSP450","Africa_Eastern","coal","coal (IGCC CCS)","electricity",2065,0.0446676
"EJ","CCSP450","Africa_Eastern","coal","coal (IGCC CCS)","electricity",2070,0.0490837
"EJ","CCSP450","Africa_Eastern","coal","coal (IGCC CCS)","electricity",2075,0.0529525
"EJ","CCSP450","Africa_Eastern","coal","coal (IGCC CCS)","electricity",2080,0.0620448
"EJ","CCSP450","Africa_Eastern","coal","coal (IGCC CCS)","electricity",2085,0.0762495
"EJ","CCSP450","Africa_Eastern","coal","coal (IGCC CCS)","electricity",2090,0.0916542
"EJ","CCSP450","Africa_Eastern","coal","coal (IGCC CCS)","electricity",2095,0.109596
"EJ","CCSP450","Africa_Eastern","coal","coal (IGCC CCS)","electricity",2100,0.129304
"EJ","CCSP450","Africa_Eastern","coal","coal (IGCC)","electricity",2025,0.000248749
"EJ","CCSP450","Africa_Eastern","coal","coal (IGCC)","electricity",2030,0.000305375
"EJ","CCSP450","Africa_Eastern","coal","coal (IGCC)","electricity",2035,0.000236323
"EJ","CCSP450","Africa_Eastern","coal","coal (IGCC)","electricity",2040,0.000168951
"EJ","CCSP450","Africa_Eastern","coal","coal (IGCC)","electricity",2045,0.000305256
"EJ","CCSP450","Africa_Eastern","coal","coal (IGCC)","electricity",2050,0.000639493
"EJ","CCSP450","Africa_Eastern","coal","coal (IGCC)","electricity",2055,0.00190217
"EJ","CCSP450","Africa_Eastern","coal","coal (IGCC)","electricity",2060,0.0036597
"EJ","CCSP450","Africa_Eastern","coal","coal (IGCC)","electricity",2065,0.00612532
"EJ","CCSP450","Africa_Eastern","coal","coal (IGCC)","electricity",2070,0.00881669
"EJ","CCSP450","Africa_Eastern","coal","coal (IGCC)","electricity",2075,0.0116801
"EJ","CCSP450","Africa_Eastern","coal","coal (IGCC)","electricity",2080,0.0146126
"EJ","CCSP450","Africa_Eastern","coal","coal (IGCC)","electricity",2085,0.0167652
"EJ","CCSP450","Africa_Eastern","coal","coal (IGCC)","electricity",2090,0.0179554
"EJ","CCSP450","Africa_Eastern","coal","coal (IGCC)","electricity",2095,0.019161
"EJ","CCSP450","Africa_Eastern","coal","coal (IGCC)","electricity",2100,0.0201024
"EJ","CCSP450","Africa_Eastern","coal","coal (conv pul CCS)","electricity",2025,0.00112885
"EJ","CCSP450","Africa_Eastern","coal","coal (conv pul CCS)","electricity",2030,0.00330256
"EJ","CCSP450","Africa_Eastern","coal","coal (conv pul CCS)","electricity",2035,0.00679545
"EJ","CCSP450","Africa_Eastern","coal","coal (conv pul CCS)","electricity",2040,0.0117063
"EJ","CCSP450","Africa_Eastern","coal","coal (conv pul CCS)","electricity",2045,0.0163828
"EJ","CCSP450","Africa_Eastern","coal","coal (conv pul CCS)","electricity",2050,0.020465
"EJ","CCSP450","Africa_Eastern","coal","coal (conv pul CCS)","electricity",2055,0.0232465
"EJ","CCSP450","Africa_Eastern","coal","coal (conv pul CCS)","electricity",2060,0.0240088
"EJ","CCSP450","Africa_Eastern","coal","coal (conv pul CCS)","electricity",2065,0.023685
"EJ","CCSP450","Africa_Eastern","coal","coal (conv pul CCS)","electricity",2070,0.0235394
"EJ","CCSP450","Africa_Eastern","coal","coal (conv pul CCS)","electricity",2075,0.0234342
"EJ","CCSP450","Africa_Eastern","coal","coal (conv pul CCS)","electricity",2080,0.0265444
"EJ","CCSP450","Africa_Eastern","coal","coal (conv pul CCS)","electricity",2085,0.0323936
"EJ","CCSP450","Africa_Eastern","coal","coal (conv pul CCS)","electricity",2090,0.0387252
"EJ","CCSP450","Africa_Eastern","coal","coal (conv pul CCS)","electricity",2095,0.0465866
"EJ","CCSP450","Africa_Eastern","coal","coal (conv pul CCS)","electricity",2100,0.0556717
"EJ","CCSP450","Africa_Eastern","coal","coal (conv pul)","electricity",1990,0.000661936
"EJ","CCSP450","Africa_Eastern","coal","coal (conv pul)","electricity",2005,0.00468252
"EJ","CCSP450","Africa_Eastern","coal","coal (conv pul)","electricity",2010,0.00715228
"EJ","CCSP450","Africa_Eastern","coal","coal (conv pul)","electricity",2015,0.00432406
"EJ","CCSP450","Africa_Eastern","coal","coal (conv pul)","electricity",2020,0.0101956
"EJ","CCSP450","Africa_Eastern","coal","coal (conv pul)","electricity",2025,0.0050714
"EJ","CCSP450","Africa_Eastern","coal","coal (conv pul)","electricity",2030,0.00244671
"EJ","CCSP450","Africa_Eastern","coal","coal (conv pul)","electricity",2035,0.00100491
"EJ","CCSP450","Africa_Eastern","coal","coal (conv pul)","electricity",2040,0.000419179
"EJ","CCSP450","Africa_Eastern","coal","coal (conv pul)","electricity",2045,0.000460874
"EJ","CCSP450","Africa_Eastern","coal","coal (conv pul)","electricity",2050,0.000745343
"EJ","CCSP450","Africa_Eastern","coal","coal (conv pul)","electricity",2055,0.00199746
"EJ","CCSP450","Africa_Eastern","coal","coal (conv pul)","electricity",2060,0.00356946
"EJ","CCSP450","Africa_Eastern","coal","coal (conv pul)","electricity",2065,0.00569942
"EJ","CCSP450","Africa_Eastern","coal","coal (conv pul)","electricity",2070,0.00794583
"EJ","CCSP450","Africa_Eastern","coal","coal (conv pul)","electricity",2075,0.0103076
"EJ","CCSP450","Africa_Eastern","coal","coal (conv pul)","electricity",2080,0.0123711
"EJ","CCSP450","Africa_Eastern","coal","coal (conv pul)","electricity",2085,0.0139097
"EJ","CCSP450","Africa_Eastern","coal","coal (conv pul)","electricity",2090,0.0147519
"EJ","CCSP450","Africa_Eastern","coal","coal (conv pul)","electricity",2095,0.0154467
"EJ","CCSP450","Africa_Eastern","coal","coal (conv pul)","electricity",2100,0.0159873
"EJ","CCSP450","Africa_Eastern","gas","gas (CC CCS)","electricity",2025,0.00290144
"EJ","CCSP450","Africa_Eastern","gas","gas (CC CCS)","electricity",2030,0.00758648
"EJ","CCSP450","Africa_Eastern","gas","gas (CC CCS)","electricity",2035,0.0147721
"EJ","CCSP450","Africa_Eastern","gas","gas (CC CCS)","electricity",2040,0.0273053
"EJ","CCSP450","Africa_Eastern","gas","gas (CC CCS)","electricity",2045,0.0409705
"EJ","CCSP450","Africa_Eastern","gas","gas (CC CCS)","electricity",2050,0.0554841
"EJ","CCSP450","Africa_Eastern","gas","gas (CC CCS)","electricity",2055,0.0735672
"EJ","CCSP450","Africa_Eastern","gas","gas (CC CCS)","electricity",2060,0.0941146
"EJ","CCSP450","Africa_Eastern","gas","gas (CC CCS)","electricity",2065,0.113297
"EJ","CCSP450","Africa_Eastern","gas","gas (CC CCS)","electricity",2070,0.132801
"EJ","CCSP450","Africa_Eastern","gas","gas (CC CCS)","electricity",2075,0.156526
"EJ","CCSP450","Africa_Eastern","gas","gas (CC CCS)","electricity",2080,0.193242
"EJ","CCSP450","Africa_Eastern","gas","gas (CC CCS)","electricity",2085,0.244669
"EJ","CCSP450","Africa_Eastern","gas","gas (CC CCS)","electricity",2090,0.305434
"EJ","CCSP450","Africa_Eastern","gas","gas (CC CCS)","electricity",2095,0.380529
"EJ","CCSP450","Africa_Eastern","gas","gas (CC CCS)","electricity",2100,0.469052
"EJ","CCSP450","Africa_Eastern","gas","gas (CC)","electricity",2010,6.08876e-05
"EJ","CCSP450","Africa_Eastern","gas","gas (CC)","electricity",2015,0.000116543
"EJ","CCSP450","Africa_Eastern","gas","gas (CC)","electricity",2020,0.00120171
"EJ","CCSP450","Africa_Eastern","gas","gas (CC)","electricity",2025,0.00116068
"EJ","CCSP450","Africa_Eastern","gas","gas (CC)","electricity",2030,0.00100313
"EJ","CCSP450","Africa_Eastern","gas","gas (CC)","electricity",2035,0.000879339
"EJ","CCSP450","Africa_Eastern","gas","gas (CC)","electricity",2040,0.00094666
"EJ","CCSP450","Africa_Eastern","gas","gas (CC)","electricity",2045,0.00175783
"EJ","CCSP450","Africa_Eastern","gas","gas (CC)","electricity",2050,0.00407372
"EJ","CCSP450","Africa_Eastern","gas","gas (CC)","electricity",2055,0.0122958
"EJ","CCSP450","Africa_Eastern","gas","gas (CC)","electricity",2060,0.0274937
"EJ","CCSP450","Africa_Eastern","gas","gas (CC)","electricity",2065,0.0506059
"EJ","CCSP450","Africa_Eastern","gas","gas (CC)","electricity",2070,0.0801188
"EJ","CCSP450","Africa_Eastern","gas","gas (CC)","electricity",2075,0.118249
"EJ","CCSP450","Africa_Eastern","gas","gas (CC)","electricity",2080,0.16683
"EJ","CCSP450","Africa_Eastern","gas","gas (CC)","electricity",2085,0.22276
"EJ","CCSP450","Africa_Eastern","gas","gas (CC)","electricity",2090,0.280914
"EJ","CCSP450","Africa_Eastern","gas","gas (CC)","electricity",2095,0.347324
"EJ","CCSP450","Africa_Eastern","gas","gas (CC)","electricity",2100,0.415836
"EJ","CCSP450","Africa_Eastern","gas","gas (steam/CT)","electricity",2010,0.000299949
"EJ","CCSP450","Africa_Eastern","gas","gas (steam/CT)","electricity",2015,0.00102322
"EJ","CCSP450","Africa_Eastern","gas","gas (steam/CT)","electricity",2020,0.00286609
"EJ","CCSP450","Africa_Eastern","gas","gas (steam/CT)","electricity",2025,0.00101785
"EJ","CCSP450","Africa_Eastern","gas","gas (steam/CT)","electricity",2030,0.000425702
"EJ","CCSP450","Africa_Eastern","gas","gas (steam/CT)","electricity",2035,0.000229103
"EJ","CCSP450","Africa_Eastern","gas","gas (steam/CT)","electricity",2040,0.000162211
"EJ","CCSP450","Africa_Eastern","gas","gas (steam/CT)","electricity",2045,0.000196427
"EJ","CCSP450","Africa_Eastern","gas","gas (steam/CT)","electricity",2050,0.000293762
"EJ","CCSP450","Africa_Eastern","gas","gas (steam/CT)","electricity",2055,0.000614897
"EJ","CCSP450","Africa_Eastern","gas","gas (steam/CT)","electricity",2060,0.000969918
"EJ","CCSP450","Africa_Eastern","gas","gas (steam/CT)","electricity",2065,0.00133623
"EJ","CCSP450","Africa_Eastern","gas","gas (steam/CT)","electricity",2070,0.00176939
"EJ","CCSP450","Africa_Eastern","gas","gas (steam/CT)","electricity",2075,0.00224832
"EJ","CCSP450","Africa_Eastern","gas","gas (steam/CT)","electricity",2080,0.00286767
"EJ","CCSP450","Africa_Eastern","gas","gas (steam/CT)","electricity",2085,0.00350384
"EJ","CCSP450","Africa_Eastern","gas","gas (steam/CT)","electricity",2090,0.00410824
"EJ","CCSP450","Africa_Eastern","gas","gas (steam/CT)","electricity",2095,0.00484878
"EJ","CCSP450","Africa_Eastern","gas","gas (steam/CT)","electricity",2100,0.00549762
"EJ","CCSP450","Africa_Eastern","geothermal","geothermal","electricity",1990,0.00117376
"EJ","CCSP450","Africa_Eastern","geothermal","geothermal","electricity",2005,0.00361098
"EJ","CCSP450","Africa_Eastern","geothermal","geothermal","electricity",2010,0.00529586
"EJ","CCSP450","Africa_Eastern","geothermal","geothermal","electricity",2015,0.0161349
"EJ","CCSP450","Africa_Eastern","geothermal","geothermal","electricity",2020,0.0308982
"EJ","CCSP450","Africa_Eastern","geothermal","geothermal","electricity",2025,0.0583
"EJ","CCSP450","Africa_Eastern","geothermal","geothermal","electricity",2030,0.072641
"EJ","CCSP450","Africa_Eastern","geothermal","geothermal","electricity",2035,0.0726767
"EJ","CCSP450","Africa_Eastern","geothermal","geothermal","electricity",2040,0.0726673
"EJ","CCSP450","Africa_Eastern","geothermal","geothermal","electricity",2045,0.0726466
"EJ","CCSP450","Africa_Eastern","geothermal","geothermal","electricity",2050,0.0726278
"EJ","CCSP450","Africa_Eastern","geothermal","geothermal","electricity",2055,0.0726159
"EJ","CCSP450","Africa_Eastern","geothermal","geothermal","electricity",2060,0.0726094
"EJ","CCSP450","Africa_Eastern","geothermal","geothermal","electricity",2065,0.0726057
"EJ","CCSP450","Africa_Eastern","geothermal","geothermal","electricity",2070,0.0726029
"EJ","CCSP450","Africa_Eastern","geothermal","geothermal","electricity",2075,0.0726002
"EJ","CCSP450","Africa_Eastern","geothermal","geothermal","electricity",2080,0.072598
"EJ","CCSP450","Africa_Eastern","geothermal","geothermal","electricity",2085,0.0725954
"EJ","CCSP450","Africa_Eastern","geothermal","geothermal","electricity",2090,0.0725898
"EJ","CCSP450","Africa_Eastern","geothermal","geothermal","electricity",2095,0.0725823
"EJ","CCSP450","Africa_Eastern","geothermal","geothermal","electricity",2100,0.0725736
"EJ","CCSP450","Africa_Eastern","hydro","hydro","electricity",1990,0.0220885
"EJ","CCSP450","Africa_Eastern","hydro","hydro","electricity",2005,0.0372506
"EJ","CCSP450","Africa_Eastern","hydro","hydro","electricity",2010,0.0651303
"EJ","CCSP450","Africa_Eastern","hydro","hydro","electricity",2015,0.0967141
"EJ","CCSP450","Africa_Eastern","hydro","hydro","electricity",2020,0.124544
"EJ","CCSP450","Africa_Eastern","hydro","hydro","electricity",2025,0.152375
"EJ","CCSP450","Africa_Eastern","hydro","hydro","electricity",2030,0.180205
"EJ","CCSP450","Africa_Eastern","hydro","hydro","electricity",2035,0.208035
"EJ","CCSP450","Africa_Eastern","hydro","hydro","electricity",2040,0.235866
"EJ","CCSP450","Africa_Eastern","hydro","hydro","electricity",2045,0.263696
"EJ","CCSP450","Africa_Eastern","hydro","hydro","electricity",2050,0.291526
"EJ","CCSP450","Africa_Eastern","hydro","hydro","electricity",2055,0.319356
"EJ","CCSP450","Africa_Eastern","hydro","hydro","electricity",2060,0.347187
"EJ","CCSP450","Africa_Eastern","hydro","hydro","electricity",2065,0.375017
"EJ","CCSP450","Africa_Eastern","hydro","hydro","electricity",2070,0.402847
"EJ","CCSP450","Africa_Eastern","hydro","hydro","electricity",2075,0.430678
"EJ","CCSP450","Africa_Eastern","hydro","hydro","electricity",2080,0.458508
"EJ","CCSP450","Africa_Eastern","hydro","hydro","electricity",2085,0.486338
"EJ","CCSP450","Africa_Eastern","hydro","hydro","electricity",2090,0.514169
"EJ","CCSP450","Africa_Eastern","hydro","hydro","electricity",2095,0.541999
"EJ","CCSP450","Africa_Eastern","hydro","hydro","electricity",2100,0.569829
"EJ","CCSP450","Africa_Eastern","nuclear","Gen_III","electricity",2020,0.00146997
"EJ","CCSP450","Africa_Eastern","nuclear","Gen_III","electricity",2025,0.0235244
"EJ","CCSP450","Africa_Eastern","nuclear","Gen_III","electricity",2030,0.0909788
"EJ","CCSP450","Africa_Eastern","nuclear","Gen_III","electricity",2035,0.23839
"EJ","CCSP450","Africa_Eastern","nuclear","Gen_III","electricity",2040,0.483622
"EJ","CCSP450","Africa_Eastern","nuclear","Gen_III","electricity",2045,0.840416
"EJ","CCSP450","Africa_Eastern","nuclear","Gen_III","electricity",2050,1.31827
"EJ","CCSP450","Africa_Eastern","nuclear","Gen_III","electricity",2055,1.89389
"EJ","CCSP450","Africa_Eastern","nuclear","Gen_III","electricity",2060,2.56008
"EJ","CCSP450","Africa_Eastern","nuclear","Gen_III","electricity",2065,3.3
"EJ","CCSP450","Africa_Eastern","nuclear","Gen_III","electricity",2070,4.09656
"EJ","CCSP450","Africa_Eastern","nuclear","Gen_III","electricity",2075,4.92681
"EJ","CCSP450","Africa_Eastern","nuclear","Gen_III","electricity",2080,5.76347
"EJ","CCSP450","Africa_Eastern","nuclear","Gen_III","electricity",2085,6.56832
"EJ","CCSP450","Africa_Eastern","nuclear","Gen_III","electricity",2090,7.2941
"EJ","CCSP450","Africa_Eastern","nuclear","Gen_III","electricity",2095,7.91263
"EJ","CCSP450","Africa_Eastern","nuclear","Gen_III","electricity",2100,8.40389
"EJ","CCSP450","Africa_Eastern","refined liquids","refined liquids (CC CCS)","electricity",2025,0.0550997
"EJ","CCSP450","Africa_Eastern","refined liquids","refined liquids (CC CCS)","electricity",2030,0.106069
"EJ","CCSP450","Africa_Eastern","refined liquids","refined liquids (CC CCS)","electricity",2035,0.163774
"EJ","CCSP450","Africa_Eastern","refined liquids","refined liquids (CC CCS)","electricity",2040,0.219224
"EJ","CCSP450","Africa_Eastern","refined liquids","refined liquids (CC CCS)","electricity",2045,0.216661
"EJ","CCSP450","Africa_Eastern","refined liquids","refined liquids (CC CCS)","electricity",2050,0.232347
"EJ","CCSP450","Africa_Eastern","refined liquids","refined liquids (CC CCS)","electricity",2055,0.243683
"EJ","CCSP450","Africa_Eastern","refined liquids","refined liquids (CC CCS)","electricity",2060,0.23819
"EJ","CCSP450","Africa_Eastern","refined liquids","refined liquids (CC CCS)","electricity",2065,0.205469
"EJ","CCSP450","Africa_Eastern","refined liquids","refined liquids (CC CCS)","electricity",2070,0.17475
"EJ","CCSP450","Africa_Eastern","refined liquids","refined liquids (CC CCS)","electricity",2075,0.169705
"EJ","CCSP450","Africa_Eastern","refined liquids","refined liquids (CC CCS)","electricity",2080,0.174525
"EJ","CCSP450","Africa_Eastern","refined liquids","refined liquids (CC CCS)","electricity",2085,0.185675
"EJ","CCSP450","Africa_Eastern","refined liquids","refined liquids (CC CCS)","electricity",2090,0.19566
"EJ","CCSP450","Africa_Eastern","refined liquids","refined liquids (CC CCS)","electricity",2095,0.206267
"EJ","CCSP450","Africa_Eastern","refined liquids","refined liquids (CC CCS)","electricity",2100,0.217572
"EJ","CCSP450","Africa_Eastern","refined liquids","refined liquids (CC)","electricity",2020,0.019865
"EJ","CCSP450","Africa_Eastern","refined liquids","refined liquids (CC)","electricity",2025,0.00626991
"EJ","CCSP450","Africa_Eastern","refined liquids","refined liquids (CC)","electricity",2030,0.00614353
"EJ","CCSP450","Africa_Eastern","refined liquids","refined liquids (CC)","electricity",2035,0.00693202
"EJ","CCSP450","Africa_Eastern","refined liquids","refined liquids (CC)","electricity",2040,0.00870972
"EJ","CCSP450","Africa_Eastern","refined liquids","refined liquids (CC)","electricity",2045,0.0171968
"EJ","CCSP450","Africa_Eastern","refined liquids","refined liquids (CC)","electricity",2050,0.0359211
"EJ","CCSP450","Africa_Eastern","refined liquids","refined liquids (CC)","electricity",2055,0.0869128
"EJ","CCSP450","Africa_Eastern","refined liquids","refined liquids (CC)","electricity",2060,0.142128
"EJ","CCSP450","Africa_Eastern","refined liquids","refined liquids (CC)","electricity",2065,0.181298
"EJ","CCSP450","Africa_Eastern","refined liquids","refined liquids (CC)","electricity",2070,0.197005
"EJ","CCSP450","Africa_Eastern","refined liquids","refined liquids (CC)","electricity",2075,0.221265
"EJ","CCSP450","Africa_Eastern","refined liquids","refined liquids (CC)","electricity",2080,0.237042
"EJ","CCSP450","Africa_Eastern","refined liquids","refined liquids (CC)","electricity",2085,0.242143
"EJ","CCSP450","Africa_Eastern","refined liquids","refined liquids (CC)","electricity",2090,0.237828
"EJ","CCSP450","Africa_Eastern","refined liquids","refined liquids (CC)","electricity",2095,0.237487
"EJ","CCSP450","Africa_Eastern","refined liquids","refined liquids (CC)","electricity",2100,0.23294
"EJ","CCSP450","Africa_Eastern","refined liquids","refined liquids (steam/CT)","electricity",1990,0.00928328
"EJ","CCSP450","Africa_Eastern","refined liquids","refined liquids (steam/CT)","electricity",2005,0.0284467
"EJ","CCSP450","Africa_Eastern","refined liquids","refined liquids (steam/CT)","electricity",2010,0.0290989
"EJ","CCSP450","Africa_Eastern","refined liquids","refined liquids (steam/CT)","electricity",2015,0.0403094
"EJ","CCSP450","Africa_Eastern","refined liquids","refined liquids (steam/CT)","electricity",2020,0.0632714
"EJ","CCSP450","Africa_Eastern","refined liquids","refined liquids (steam/CT)","electricity",2025,0.0201684
"EJ","CCSP450","Africa_Eastern","refined liquids","refined liquids (steam/CT)","electricity",2030,0.010763
"EJ","CCSP450","Africa_Eastern","refined liquids","refined liquids (steam/CT)","electricity",2035,0.00586236
"EJ","CCSP450","Africa_Eastern","refined liquids","refined liquids (steam/CT)","electricity",2040,0.00325929
"EJ","CCSP450","Africa_Eastern","refined liquids","refined liquids (steam/CT)","electricity",2045,0.00266096
"EJ","CCSP450","Africa_Eastern","refined liquids","refined liquids (steam/CT)","electricity",2050,0.00309137
"EJ","CCSP450","Africa_Eastern","refined liquids","refined liquids (steam/CT)","electricity",2055,0.00479727
"EJ","CCSP450","Africa_Eastern","refined liquids","refined liquids (steam/CT)","electricity",2060,0.00573685
"EJ","CCSP450","Africa_Eastern","refined liquids","refined liquids (steam/CT)","electricity",2065,0.00540557
"EJ","CCSP450","Africa_Eastern","refined liquids","refined liquids (steam/CT)","electricity",2070,0.00525943
"EJ","CCSP450","Africa_Eastern","refined liquids","refined liquids (steam/CT)","electricity",2075,0.00554756
"EJ","CCSP450","Africa_Eastern","refined liquids","refined liquids (steam/CT)","electricity",2080,0.00575311
"EJ","CCSP450","Africa_Eastern","refined liquids","refined liquids (steam/CT)","electricity",2085,0.0059468
"EJ","CCSP450","Africa_Eastern","refined liquids","refined liquids (steam/CT)","electricity",2090,0.00593257
