"Units","scenario","region","subsector","technology","output","year","value"
"EJ","CCSP450","Argentina","biomass","biomass (IGCC)","electricity",2065,0.000331802
"EJ","CCSP450","Argentina","biomass","biomass (IGCC)","electricity",2070,0.000372025
"EJ","CCSP450","Argentina","biomass","biomass (IGCC)","electricity",2075,0.000374841
"EJ","CCSP450","Argentina","biomass","biomass (IGCC)","electricity",2080,0.00038971
"EJ","CCSP450","Argentina","biomass","biomass (IGCC)","electricity",2085,0.00038275
"EJ","CCSP450","Argentina","biomass","biomass (IGCC)","electricity",2090,0.000371627
"EJ","CCSP450","Argentina","biomass","biomass (IGCC)","electricity",2095,0.000376699
"EJ","CCSP450","Argentina","biomass","biomass (IGCC)","electricity",2100,0.000372467
"EJ","CCSP450","Argentina","biomass","biomass (conv CCS)","electricity",2025,0.0147168
"EJ","CCSP450","Argentina","biomass","biomass (conv CCS)","electricity",2030,0.0505235
"EJ","CCSP450","Argentina","biomass","biomass (conv CCS)","electricity",2035,0.0847398
"EJ","CCSP450","Argentina","biomass","biomass (conv CCS)","electricity",2040,0.12063
"EJ","CCSP450","Argentina","biomass","biomass (conv CCS)","electricity",2045,0.150887
"EJ","CCSP450","Argentina","biomass","biomass (conv CCS)","electricity",2050,0.180252
"EJ","CCSP450","Argentina","biomass","biomass (conv CCS)","electricity",2055,0.198297
"EJ","CCSP450","Argentina","biomass","biomass (conv CCS)","electricity",2060,0.217938
"EJ","CCSP450","Argentina","biomass","biomass (conv CCS)","electricity",2065,0.240947
"EJ","CCSP450","Argentina","biomass","biomass (conv CCS)","electricity",2070,0.268929
"EJ","CCSP450","Argentina","biomass","biomass (conv CCS)","electricity",2075,0.301767
"EJ","CCSP450","Argentina","biomass","biomass (conv CCS)","electricity",2080,0.33459
"EJ","CCSP450","Argentina","biomass","biomass (conv CCS)","electricity",2085,0.357188
"EJ","CCSP450","Argentina","biomass","biomass (conv CCS)","electricity",2090,0.365607
"EJ","CCSP450","Argentina","biomass","biomass (conv CCS)","electricity",2095,0.378968
"EJ","CCSP450","Argentina","biomass","biomass (conv CCS)","electricity",2100,0.394449
"EJ","CCSP450","Argentina","biomass","biomass (conv)","electricity",1990,0.0003852
"EJ","CCSP450","Argentina","biomass","biomass (conv)","electricity",2005,0.00463319
"EJ","CCSP450","Argentina","biomass","biomass (conv)","electricity",2010,0.00790199
"EJ","CCSP450","Argentina","biomass","biomass (conv)","electricity",2015,0.00769598
"EJ","CCSP450","Argentina","biomass","biomass (conv)","electricity",2020,0.008283
"EJ","CCSP450","Argentina","biomass","biomass (conv)","electricity",2025,0.00878856
"EJ","CCSP450","Argentina","biomass","biomass (conv)","electricity",2030,0.00640368
"EJ","CCSP450","Argentina","biomass","biomass (conv)","electricity",2035,0.0016856
"EJ","CCSP450","Argentina","biomass","biomass (conv)","electricity",2040,0.000334406
"EJ","CCSP450","Argentina","biomass","biomass (conv)","electricity",2045,0.000195381
"EJ","CCSP450","Argentina","biomass","biomass (conv)","electricity",2050,0.000189023
"EJ","CCSP450","Argentina","biomass","biomass (conv)","electricity",2055,0.000282519
"EJ","CCSP450","Argentina","biomass","biomass (conv)","electricity",2060,0.000301491
"EJ","CCSP450","Argentina","biomass","biomass (conv)","electricity",2065,0.000316956
"EJ","CCSP450","Argentina","biomass","biomass (conv)","electricity",2070,0.000332675
"EJ","CCSP450","Argentina","biomass","biomass (conv)","electricity",2075,0.000309929
"EJ","CCSP450","Argentina","biomass","biomass (conv)","electricity",2080,0.000296062
"EJ","CCSP450","Argentina","biomass","biomass (conv)","electricity",2085,0.000271396
"EJ","CCSP450","Argentina","biomass","biomass (conv)","electricity",2090,0.000248632
"EJ","CCSP450","Argentina","biomass","biomass (conv)","electricity",2095,0.000242554
"EJ","CCSP450","Argentina","biomass","biomass (conv)","electricity",2100,0.00022557
"EJ","CCSP450","Argentina","coal","coal (IGCC CCS)","electricity",2025,0.000695875
"EJ","CCSP450","Argentina","coal","coal (IGCC CCS)","electricity",2030,0.00174421
"EJ","CCSP450","Argentina","coal","coal (IGCC CCS)","electricity",2035,0.00314469
"EJ","CCSP450","Argentina","coal","coal (IGCC CCS)","electricity",2040,0.00484164
"EJ","CCSP450","Argentina","coal","coal (IGCC CCS)","electricity",2045,0.00661594
"EJ","CCSP450","Argentina","coal","coal (IGCC CCS)","electricity",2050,0.00897226
"EJ","CCSP450","Argentina","coal","coal (IGCC CCS)","electricity",2055,0.0113631
"EJ","CCSP450","Argentina","coal","coal (IGCC CCS)","electricity",2060,0.0138316
"EJ","CCSP450","Argentina","coal","coal (IGCC CCS)","electricity",2065,0.0165143
"EJ","CCSP450","Argentina","coal","coal (IGCC CCS)","electricity",2070,0.0195603
"EJ","CCSP450","Argentina","coal","coal (IGCC CCS)","electricity",2075,0.0229817
"EJ","CCSP450","Argentina","coal","coal (IGCC CCS)","electricity",2080,0.0265836
"EJ","CCSP450","Argentina","coal","coal (IGCC CCS)","electricity",2085,0.0298228
"EJ","CCSP450","Argentina","coal","coal (IGCC CCS)","electricity",2090,0.032961
"EJ","CCSP450","Argentina","coal","coal (IGCC CCS)","electricity",2095,0.0360099
"EJ","CCSP450","Argentina","coal","coal (IGCC CCS)","electricity",2100,0.0391107
"EJ","CCSP450","Argentina","coal","coal (IGCC)","electricity",2025,0.000200273
"EJ","CCSP450","Argentina","coal","coal (IGCC)","electricity",2030,0.000187051
"EJ","CCSP450","Argentina","coal","coal (IGCC)","electricity",2035,9.98053e-05
"EJ","CCSP450","Argentina","coal","coal (IGCC)","electricity",2040,4.52553e-05
"EJ","CCSP450","Argentina","coal","coal (IGCC)","electricity",2045,4.51145e-05
"EJ","CCSP450","Argentina","coal","coal (IGCC)","electricity",2050,5.95148e-05
"EJ","CCSP450","Argentina","coal","coal (IGCC)","electricity",2055,9.79157e-05
"EJ","CCSP450","Argentina","coal","coal (IGCC)","electricity",2060,0.000108642
"EJ","CCSP450","Argentina","coal","coal (IGCC)","electricity",2065,0.000119987
"EJ","CCSP450","Argentina","coal","coal (IGCC)","electricity",2070,0.000131538
"EJ","CCSP450","Argentina","coal","coal (IGCC)","electricity",2075,0.00013132
"EJ","CCSP450","Argentina","coal","coal (IGCC)","electricity",2080,0.000137827
"EJ","CCSP450","Argentina","coal","coal (IGCC)","electricity",2085,0.000136049
"EJ","CCSP450","Argentina","coal","coal (IGCC)","electricity",2090,0.000132501
"EJ","CCSP450","Argentina","coal","coal (IGCC)","electricity",2095,0.000135956
"EJ","CCSP450","Argentina","coal","coal (IGCC)","electricity",2100,0.000136515
"EJ","CCSP450","Argentina","coal","coal (conv pul CCS)","electricity",2025,0.00116915
"EJ","CCSP450","Argentina","coal","coal (conv pul CCS)","electricity",2030,0.00254494
"EJ","CCSP450","Argentina","coal","coal (conv pul CCS)","electricity",2035,0.00404976
"EJ","CCSP450","Argentina","coal","coal (conv pul CCS)","electricity",2040,0.0055783
"EJ","CCSP450","Argentina","coal","coal (conv pul CCS)","electricity",2045,0.00691213
"EJ","CCSP450","Argentina","coal","coal (conv pul CCS)","electricity",2050,0.00864136
"EJ","CCSP450","Argentina","coal","coal (conv pul CCS)","electricity",2055,0.0103124
"EJ","CCSP450","Argentina","coal","coal (conv pul CCS)","electricity",2060,0.0119162
"EJ","CCSP450","Argentina","coal","coal (conv pul CCS)","electricity",2065,0.0136222
"EJ","CCSP450","Argentina","coal","coal (conv pul CCS)","electricity",2070,0.0155271
"EJ","CCSP450","Argentina","coal","coal (conv pul CCS)","electricity",2075,0.0176618
"EJ","CCSP450","Argentina","coal","coal (conv pul CCS)","electricity",2080,0.0198728
"EJ","CCSP450","Argentina","coal","coal (conv pul CCS)","electricity",2085,0.0213534
"EJ","CCSP450","Argentina","coal","coal (conv pul CCS)","electricity",2090,0.022751
"EJ","CCSP450","Argentina","coal","coal (conv pul CCS)","electricity",2095,0.024176
"EJ","CCSP450","Argentina","coal","coal (conv pul CCS)","electricity",2100,0.025795
"EJ","CCSP450","Argentina","coal","coal (conv pul)","electricity",1990,0.002376
"EJ","CCSP450","Argentina","coal","coal (conv pul)","electricity",2005,0.00784799
"EJ","CCSP450","Argentina","coal","coal (conv pul)","electricity",2010,0.0108468
"EJ","CCSP450","Argentina","coal","coal (conv pul)","electricity",2015,0.0118895
"EJ","CCSP450","Argentina","coal","coal (conv pul)","electricity",2020,0.0141109
"EJ","CCSP450","Argentina","coal","coal (conv pul)","electricity",2025,0.00857973
"EJ","CCSP450","Argentina","coal","coal (conv pul)","electricity",2030,0.00256309
"EJ","CCSP450","Argentina","coal","coal (conv pul)","electricity",2035,0.00069692
"EJ","CCSP450","Argentina","coal","coal (conv pul)","electricity",2040,0.000202598
"EJ","CCSP450","Argentina","coal","coal (conv pul)","electricity",2045,0.000133461
"EJ","CCSP450","Argentina","coal","coal (conv pul)","electricity",2050,0.000133115
"EJ","CCSP450","Argentina","coal","coal (conv pul)","electricity",2055,0.000179154
"EJ","CCSP450","Argentina","coal","coal (conv pul)","electricity",2060,0.000169644
"EJ","CCSP450","Argentina","coal","coal (conv pul)","electricity",2065,0.00016544
"EJ","CCSP450","Argentina","coal","coal (conv pul)","electricity",2070,0.000164525
"EJ","CCSP450","Argentina","coal","coal (conv pul)","electricity",2075,0.00015299
"EJ","CCSP450","Argentina","coal","coal (conv pul)","electricity",2080,0.000120526
"EJ","CCSP450","Argentina","coal","coal (conv pul)","electricity",2085,0.000117
"EJ","CCSP450","Argentina","coal","coal (conv pul)","electricity",2090,0.000114552
"EJ","CCSP450","Argentina","coal","coal (conv pul)","electricity",2095,0.000117283
"EJ","CCSP450","Argentina","coal","coal (conv pul)","electricity",2100,0.000117718
"EJ","CCSP450","Argentina","gas","gas (CC CCS)","electricity",2025,0.0952332
"EJ","CCSP450","Argentina","gas","gas (CC CCS)","electricity",2030,0.213742
"EJ","CCSP450","Argentina","gas","gas (CC CCS)","electricity",2035,0.351809
"EJ","CCSP450","Argentina","gas","gas (CC CCS)","electricity",2040,0.500022
"EJ","CCSP450","Argentina","gas","gas (CC CCS)","electricity",2045,0.645591
"EJ","CCSP450","Argentina","gas","gas (CC CCS)","electricity",2050,0.803629
"EJ","CCSP450","Argentina","gas","gas (CC CCS)","electricity",2055,0.934866
"EJ","CCSP450","Argentina","gas","gas (CC CCS)","electricity",2060,1.05251
"EJ","CCSP450","Argentina","gas","gas (CC CCS)","electricity",2065,1.15573
"EJ","CCSP450","Argentina","gas","gas (CC CCS)","electricity",2070,1.18757
"EJ","CCSP450","Argentina","gas","gas (CC CCS)","electricity",2075,1.19754
"EJ","CCSP450","Argentina","gas","gas (CC CCS)","electricity",2080,1.19848
"EJ","CCSP450","Argentina","gas","gas (CC CCS)","electricity",2085,1.19568
"EJ","CCSP450","Argentina","gas","gas (CC CCS)","electricity",2090,1.19288
"EJ","CCSP450","Argentina","gas","gas (CC CCS)","electricity",2095,1.17291
"EJ","CCSP450","Argentina","gas","gas (CC CCS)","electricity",2100,1.15298
"EJ","CCSP450","Argentina","gas","gas (CC)","electricity",1990,0.0177333
"EJ","CCSP450","Argentina","gas","gas (CC)","electricity",2005,0.154733
"EJ","CCSP450","Argentina","gas","gas (CC)","electricity",2010,0.0793614
"EJ","CCSP450","Argentina","gas","gas (CC)","electricity",2015,0.0813385
"EJ","CCSP450","Argentina","gas","gas (CC)","electricity",2020,0.0993984
"EJ","CCSP450","Argentina","gas","gas (CC)","electricity",2025,0.0950145
"EJ","CCSP450","Argentina","gas","gas (CC)","electricity",2030,0.0803728
"EJ","CCSP450","Argentina","gas","gas (CC)","electricity",2035,0.0588375
"EJ","CCSP450","Argentina","gas","gas (CC)","electricity",2040,0.0365296
"EJ","CCSP450","Argentina","gas","gas (CC)","electricity",2045,0.0298429
"EJ","CCSP450","Argentina","gas","gas (CC)","electricity",2050,0.0304766
"EJ","CCSP450","Argentina","gas","gas (CC)","electricity",2055,0.040288
"EJ","CCSP450","Argentina","gas","gas (CC)","electricity",2060,0.046233
"EJ","CCSP450","Argentina","gas","gas (CC)","electricity",2065,0.0483901
"EJ","CCSP450","Argentina","gas","gas (CC)","electricity",2070,0.0558763
"EJ","CCSP450","Argentina","gas","gas (CC)","electricity",2075,0.0601371
"EJ","CCSP450","Argentina","gas","gas (CC)","electricity",2080,0.065623
"EJ","CCSP450","Argentina","gas","gas (CC)","electricity",2085,0.0708937
"EJ","CCSP450","Argentina","gas","gas (CC)","electricity",2090,0.0744269
"EJ","CCSP450","Argentina","gas","gas (CC)","electricity",2095,0.0773698
"EJ","CCSP450","Argentina","gas","gas (CC)","electricity",2100,0.0751512
"EJ","CCSP450","Argentina","gas","gas (steam/CT)","electricity",1990,0.0538059
"EJ","CCSP450","Argentina","gas","gas (steam/CT)","electricity",2005,0.0444406
"EJ","CCSP450","Argentina","gas","gas (steam/CT)","electricity",2010,0.146031
"EJ","CCSP450","Argentina","gas","gas (steam/CT)","electricity",2015,0.175555
"EJ","CCSP450","Argentina","gas","gas (steam/CT)","electricity",2020,0.177569
"EJ","CCSP450","Argentina","gas","gas (steam/CT)","electricity",2025,0.105074
"EJ","CCSP450","Argentina","gas","gas (steam/CT)","electricity",2030,0.0454395
"EJ","CCSP450","Argentina","gas","gas (steam/CT)","electricity",2035,0.0180721
"EJ","CCSP450","Argentina","gas","gas (steam/CT)","electricity",2040,0.00685822
"EJ","CCSP450","Argentina","gas","gas (steam/CT)","electricity",2045,0.00427501
"EJ","CCSP450","Argentina","gas","gas (steam/CT)","electricity",2050,0.00324405
"EJ","CCSP450","Argentina","gas","gas (steam/CT)","electricity",2055,0.00309818
"EJ","CCSP450","Argentina","gas","gas (steam/CT)","electricity",2060,0.00216092
"EJ","CCSP450","Argentina","gas","gas (steam/CT)","electricity",2065,0.00121376
"EJ","CCSP450","Argentina","gas","gas (steam/CT)","electricity",2070,0.00111023
"EJ","CCSP450","Argentina","gas","gas (steam/CT)","electricity",2075,0.000992689
"EJ","CCSP450","Argentina","gas","gas (steam/CT)","electricity",2080,0.00096822
"EJ","CCSP450","Argentina","gas","gas (steam/CT)","electricity",2085,0.000948453
"EJ","CCSP450","Argentina","gas","gas (steam/CT)","electricity",2090,0.000918617
"EJ","CCSP450","Argentina","gas","gas (steam/CT)","electricity",2095,0.000912114
"EJ","CCSP450","Argentina","gas","gas (steam/CT)","electricity",2100,0.000841705
"EJ","CCSP450","Argentina","geothermal","geothermal","electricity",2020,0.00197297
"EJ","CCSP450","Argentina","geothermal","geothermal","electricity",2025,0.0160829
"EJ","CCSP450","Argentina","geothermal","geothermal","electricity",2030,0.0355715
"EJ","CCSP450","Argentina","geothermal","geothermal","electricity",2035,0.0585643
"EJ","CCSP450","Argentina","geothermal","geothermal","electricity",2040,0.0823357
"EJ","CCSP450","Argentina","geothermal","geothermal","electricity",2045,0.103491
"EJ","CCSP450","Argentina","geothermal","geothermal","electricity",2050,0.121139
"EJ","CCSP450","Argentina","geothermal","geothermal","electricity",2055,0.125785
"EJ","CCSP450","Argentina","geothermal","geothermal","electricity",2060,0.126983
"EJ","CCSP450","Argentina","geothermal","geothermal","electricity",2065,0.127644
"EJ","CCSP450","Argentina","geothermal","geothermal","electricity",2070,0.129855
"EJ","CCSP450","Argentina","geothermal","geothermal","electricity",2075,0.132442
"EJ","CCSP450","Argentina","geothermal","geothermal","electricity",2080,0.133549
"EJ","CCSP450","Argentina","geothermal","geothermal","electricity",2085,0.134981
"EJ","CCSP450","Argentina","geothermal","geothermal","electricity",2090,0.136347
"EJ","CCSP450","Argentina","geothermal","geothermal","electricity",2095,0.137142
"EJ","CCSP450","Argentina","geothermal","geothermal","electricity",2100,0.137144
"EJ","CCSP450","Argentina","hydro","hydro","electricity",1990,0.0643536
"EJ","CCSP450","Argentina","hydro","hydro","electricity",2005,0.122414
"EJ","CCSP450","Argentina","hydro","hydro","electricity",2010,0.120913
"EJ","CCSP450","Argentina","hydro","hydro","electricity",2015,0.13694
"EJ","CCSP450","Argentina","hydro","hydro","electricity",2020,0.141161
"EJ","CCSP450","Argentina","hydro","hydro","electricity",2025,0.145383
"EJ","CCSP450","Argentina","hydro","hydro","electricity",2030,0.149604
"EJ","CCSP450","Argentina","hydro","hydro","electricity",2035,0.153825
"EJ","CCSP450","Argentina","hydro","hydro","electricity",2040,0.158046
"EJ","CCSP450","Argentina","hydro","hydro","electricity",2045,0.162267
"EJ","CCSP450","Argentina","hydro","hydro","electricity",2050,0.166488
"EJ","CCSP450","Argentina","hydro","hydro","electricity",2055,0.170709
"EJ","CCSP450","Argentina","hydro","hydro","electricity",2060,0.17493
"EJ","CCSP450","Argentina","hydro","hydro","electricity",2065,0.179151
"EJ","CCSP450","Argentina","hydro","hydro","electricity",2070,0.183372
"EJ","CCSP450","Argentina","hydro","hydro","electricity",2075,0.187594
"EJ","CCSP450","Argentina","hydro","hydro","electricity",2080,0.191815
"EJ","CCSP450","Argentina","hydro","hydro","electricity",2085,0.196036
"EJ","CCSP450","Argentina","hydro","hydro","electricity",2090,0.200257
"EJ","CCSP450","Argentina","hydro","hydro","electricity",2095,0.204478
"EJ","CCSP450","Argentina","hydro","hydro","electricity",2100,0.208699
"EJ","CCSP450","Argentina","nuclear","Gen_III","electricity",2020,0.00231713
"EJ","CCSP450","Argentina","nuclear","Gen_III","electricity",2025,0.0134394
"EJ","CCSP450","Argentina","nuclear","Gen_III","electricity",2030,0.0279165
"EJ","CCSP450","Argentina","nuclear","Gen_III","electricity",2035,0.046402
"EJ","CCSP450","Argentina","nuclear","Gen_III","electricity",2040,0.0691775
"EJ","CCSP450","Argentina","nuclear","Gen_III","electricity",2045,0.0951355
"EJ","CCSP450","Argentina","nuclear","Gen_III","electricity",2050,0.128349
"EJ","CCSP450","Argentina","nuclear","Gen_III","electricity",2055,0.158882
"EJ","CCSP450","Argentina","nuclear","Gen_III","electricity",2060,0.186856
"EJ","CCSP450","Argentina","nuclear","Gen_III","electricity",2065,0.213886
"EJ","CCSP450","Argentina","nuclear","Gen_III","electricity",2070,0.2415
"EJ","CCSP450","Argentina","nuclear","Gen_III","electricity",2075,0.268762
"EJ","CCSP450","Argentina","nuclear","Gen_III","electricity",2080,0.29245
"EJ","CCSP450","Argentina","nuclear","Gen_III","electricity",2085,0.306454
"EJ","CCSP450","Argentina","nuclear","Gen_III","electricity",2090,0.316356
"EJ","CCSP450","Argentina","nuclear","Gen_III","electricity",2095,0.32189
"EJ","CCSP450","Argentina","nuclear","Gen_III","electricity",2100,0.322651
"EJ","CCSP450","Argentina","nuclear","Gen_II_LWR","electricity",1990,0.0262116
"EJ","CCSP450","Argentina","nuclear","Gen_II_LWR","electricity",2005,0.0247428
"EJ","CCSP450","Argentina","nuclear","Gen_II_LWR","electricity",2010,0.0258156
"EJ","CCSP450","Argentina","nuclear","Gen_II_LWR","electricity",2015,0.0256977
"EJ","CCSP450","Argentina","nuclear","Gen_II_LWR","electricity",2020,0.0237483
"EJ","CCSP450","Argentina","nuclear","Gen_II_LWR","electricity",2025,0.0226344
"EJ","CCSP450","Argentina","nuclear","Gen_II_LWR","electricity",2030,0.0210097
"EJ","CCSP450","Argentina","nuclear","Gen_II_LWR","electricity",2035,0.0187861
"EJ","CCSP450","Argentina","nuclear","Gen_II_LWR","electricity",2040,0.0159945
"EJ","CCSP450","Argentina","nuclear","Gen_II_LWR","electricity",2045,0.0128466
"EJ","CCSP450","Argentina","nuclear","Gen_II_LWR","electricity",2050,0.00969881
"EJ","CCSP450","Argentina","nuclear","Gen_II_LWR","electricity",2055,0.00690675
"EJ","CCSP450","Argentina","nuclear","Gen_II_LWR","electricity",2060,0.00468222
"EJ","CCSP450","Argentina","nuclear","Gen_II_LWR","electricity",2065,0.00305707
"EJ","CCSP450","Argentina","nuclear","Gen_II_LWR","electricity",2070,0.00194347
"EJ","CCSP450","Argentina","refined liquids","refined liquids (CC CCS)","electricity",2025,0.0546573
"EJ","CCSP450","Argentina","refined liquids","refined liquids (CC CCS)","electricity",2030,0.0898866
"EJ","CCSP450","Argentina","refined liquids","refined liquids (CC CCS)","electricity",2035,0.107405
"EJ","CCSP450","Argentina","refined liquids","refined liquids (CC CCS)","electricity",2040,0.12179
"EJ","CCSP450","Argentina","refined liquids","refined liquids (CC CCS)","electricity",2045,0.124995
"EJ","CCSP450","Argentina","refined liquids","refined liquids (CC CCS)","electricity",2050,0.149735
"EJ","CCSP450","Argentina","refined liquids","refined liquids (CC CCS)","electricity",2055,0.146115
"EJ","CCSP450","Argentina","refined liquids","refined liquids (CC CCS)","electricity",2060,0.136025
"EJ","CCSP450","Argentina","refined liquids","refined liquids (CC CCS)","electricity",2065,0.101287
"EJ","CCSP450","Argentina","refined liquids","refined liquids (CC CCS)","electricity",2070,0.0725695
"EJ","CCSP450","Argentina","refined liquids","refined liquids (CC CCS)","electricity",2075,0.0613775
"EJ","CCSP450","Argentina","refined liquids","refined liquids (CC CCS)","electricity",2080,0.0557944
"EJ","CCSP450","Argentina","refined liquids","refined liquids (CC CCS)","electricity",2085,0.0511125
"EJ","CCSP450","Argentina","refined liquids","refined liquids (CC CCS)","electricity",2090,0.0465131
"EJ","CCSP450","Argentina","refined liquids","refined liquids (CC CCS)","electricity",2095,0.0411575
"EJ","CCSP450","Argentina","refined liquids","refined liquids (CC CCS)","electricity",2100,0.0410748
"EJ","CCSP450","Argentina","refined liquids","refined liquids (CC)","electricity",2020,0.00836919
"EJ","CCSP450","Argentina","refined liquids","refined liquids (CC)","electricity",2025,0.00426846
"EJ","CCSP450","Argentina","refined liquids","refined liquids (CC)","electricity",2030,0.00425245
"EJ","CCSP450","Argentina","refined liquids","refined liquids (CC)","electricity",2035,0.00381286
"EJ","CCSP450","Argentina","refined liquids","refined liquids (CC)","electricity",2040,0.00347931
"EJ","CCSP450","Argentina","refined liquids","refined liquids (CC)","electricity",2045,0.00502385
"EJ","CCSP450","Argentina","refined liquids","refined liquids (CC)","electricity",2050,0.00862328
"EJ","CCSP450","Argentina","refined liquids","refined liquids (CC)","electricity",2055,0.0144348
"EJ","CCSP450","Argentina","refined liquids","refined liquids (CC)","electricity",2060,0.0168366
"EJ","CCSP450","Argentina","refined liquids","refined liquids (CC)","electricity",2065,0.0165281
"EJ","CCSP450","Argentina","refined liquids","refined liquids (CC)","electricity",2070,0.0150984
"EJ","CCSP450","Argentina","refined liquids","refined liquids (CC)","electricity",2075,0.0133688
"EJ","CCSP450","Argentina","refined liquids","refined liquids (CC)","electricity",2080,0.0120041
"EJ","CCSP450","Argentina","refined liquids","refined liquids (CC)","electricity",2085,0.0103851
"EJ","CCSP450","Argentina","refined liquids","refined liquids (CC)","electricity",2090,0.00862602
"EJ","CCSP450","Argentina","refined liquids","refined liquids (CC)","electricity",2095,0.0071865
"EJ","CCSP450","Argentina","refined liquids","refined liquids (CC)","electricity",2100,0.00689552
"EJ","CCSP450","Argentina","refined liquids","refined liquids (steam/CT)","electricity",1990,0.0177984
"EJ","CCSP450","Argentina","refined liquids","refined liquids (steam/CT)","electricity",2005,0.0206856
"EJ","CCSP450","Argentina","refined liquids","refined liquids (steam/CT)","electricity",2010,0.0599867
"EJ","CCSP450","Argentina","refined liquids","refined liquids (steam/CT)","electricity",2015,0.0804766
"EJ","CCSP450","Argentina","refined liquids","refined liquids (steam/CT)","electricity",2020,0.0536264
"EJ","CCSP450","Argentina","refined liquids","refined liquids (steam/CT)","electricity",2025,0.0235807
"EJ","CCSP450","Argentina","refined liquids","refined liquids (steam/CT)","electricity",2030,0.0121884
"EJ","CCSP450","Argentina","refined liquids","refined liquids (steam/CT)","electricity",2035,0.00520027
"EJ","CCSP450","Argentina","refined liquids","refined liquids (steam/CT)","electricity",2040,0.00240952
"EJ","CCSP450","Argentina","refined liquids","refined liquids (steam/CT)","electricity",2045,0.00162513
"EJ","CCSP450","Argentina","refined liquids","refined liquids (steam/CT)","electricity",2050,0.00146931
"EJ","CCSP450","Argentina","refined liquids","refined liquids (steam/CT)","electricity",2055,0.00146923
"EJ","CCSP450","Argentina","refined liquids","refined liquids (steam/CT)","electricity",2060,0.001061
"EJ","CCSP450","Argentina","refined liquids","refined liquids (steam/CT)","electricity",2065,0.000608305
"EJ","CCSP450","Argentina","refined liquids","refined liquids (steam/CT)","electricity",2070,0.000454873
"EJ","CCSP450","Argentina","refined liquids","refined liquids (steam/CT)","electricity",2075,0.000365412
"EJ","CCSP450","Argentina","refined liquids","refined liquids (steam/CT)","electricity",2080,0.00031462
"EJ","CCSP450","Argentina","refined liquids","refined liquids (steam/CT)","electricity",2085,0.000275389
"EJ","CCSP450","Argentina","refined liquids","refined liquids (steam/CT)","electricity",2090,0.000234271
"EJ","CCSP450","Argentina","refined liquids","refined liquids (steam/CT)","electricity",2095,0.000198866
"EJ","CCSP450","Argentina","refined liquids","refined liquids (steam/CT)","electricity",2100,0.000192501
"EJ","CCSP450","Argentina","rooftop_pv","rooftop_pv","elect_td_bld",2020,0.000114277
"EJ","CCSP450","Argentina","rooftop_pv","rooftop_pv","elect_td_bld",2025,0.00387024
"EJ","CCSP450","Argentina","rooftop_pv","rooftop_pv","elect_td_bld",2030,0.00949788
"EJ","CCSP450","Argentina","rooftop_pv","rooftop_pv","elect_td_bld",2035,0.015716
"EJ","CCSP450","Argentina","rooftop_pv","rooftop_pv","elect_td_bld",2040,0.0216585
"EJ","CCSP450","Argentina","rooftop_pv","rooftop_pv","elect_td_bld",2045,0.0259347
"EJ","CCSP450","Argentina","rooftop_pv","rooftop_pv","elect_td_bld",2050,0.0291914
"EJ","CCSP450","Argentina","rooftop_pv","rooftop_pv","elect_td_bld",2055,0.0301774
"EJ","CCSP450","Argentina","rooftop_pv","rooftop_pv","elect_td_bld",2060,0.0309913
"EJ","CCSP450","Argentina","rooftop_pv","rooftop_pv","elect_td_bld",2065,0.0307588
"EJ","CCSP450","Argentina","rooftop_pv","rooftop_pv","elect_td_bld",2070,0.0290592
"EJ","CCSP450","Argentina","rooftop_pv","rooftop_pv","elect_td_bld",2075,0.0283533
"EJ","CCSP450","Argentina","rooftop_pv","rooftop_pv","elect_td_bld",2080,0.027425
"EJ","CCSP450","Argentina","rooftop_pv","rooftop_pv","elect_td_bld",2085,0.026301
"EJ","CCSP450","Argentina","rooftop_pv","rooftop_pv","elect_td_bld",2090,0.0253558
"EJ","CCSP450","Argentina","rooftop_pv","rooftop_pv","elect_td_bld",2095,0.0242602
"EJ","CCSP450","Argentina","rooftop_pv","rooftop_pv","elect_td_bld",2100,0.0239384
"EJ","CCSP450","Argentina","solar","CSP_storage","electricity",2020,6.21893e-07
"EJ","CCSP450","Argentina","solar","CSP_storage","electricity",2025,1.05214e-05
"EJ","CCSP450","Argentina","solar","CSP_storage","electricity",2030,4.7447e-05
"EJ","CCSP450","Argentina","solar","CSP_storage","electricity",2035,0.000170396
"EJ","CCSP450","Argentina","solar","CSP_storage","electricity",2040,0.000472795
"EJ","CCSP450","Argentina","solar","CSP_storage","electricity",2045,0.00103436
"EJ","CCSP450","Argentina","solar","CSP_storage","electricity",2050,0.00212142
"EJ","CCSP450","Argentina","solar","CSP_storage","electricity",2055,0.00352598
"EJ","CCSP450","Argentina","solar","CSP_storage","electricity",2060,0.00523543
"EJ","CCSP450","Argentina","solar","CSP_storage","electricity",2065,0.00732868
"EJ","CCSP450","Argentina","solar","CSP_storage","electricity",2070,0.00998015
"EJ","CCSP450","Argentina","solar","CSP_storage","electricity",2075,0.0130586
"EJ","CCSP450","Argentina","solar","CSP_storage","electricity",2080,0.0161045
"EJ","CCSP450","Argentina","solar","CSP_storage","electricity",2085,0.0193859
"EJ","CCSP450","Argentina","solar","CSP_storage","electricity",2090,0.0229201
"EJ","CCSP450","Argentina","solar","CSP_storage","electricity",2095,0.0266855
"EJ","CCSP450","Argentina","solar","CSP_storage","electricity",2100,0.0302791
