"region","supplysector","subsector","stub.technology","year","minicam.non.energy.input","input.cost"
"European Free Trade Association","elect_td_ind","elect_td_ind","elect_td_ind",2090,"non-energy",0.180086597665159
"European Free Trade Association","elect_td_trn","elect_td_trn","elect_td_trn",2090,"non-energy",1.12789550517205
"European Free Trade Association","elect_td_bld","elect_td_bld","elect_td_bld",2095,"non-energy",1.09230296088316
"European Free Trade Association","elect_td_ind","elect_td_ind","elect_td_ind",2095,"non-energy",0.171006190649184
"European Free Trade Association","elect_td_trn","elect_td_trn","elect_td_trn",2095,"non-energy",1.09230296088316
"European Free Trade Association","elect_td_bld","elect_td_bld","elect_td_bld",2100,"non-energy",1.05671041659426
"European Free Trade Association","elect_td_ind","elect_td_ind","elect_td_ind",2100,"non-energy",0.161925783633209
"European Free Trade Association","elect_td_trn","elect_td_trn","elect_td_trn",2100,"non-energy",1.05671041659426
"India","elect_td_bld","elect_td_bld","elect_td_bld",2015,"non-energy",3.90275155615838
"India","elect_td_ind","elect_td_ind","elect_td_ind",2015,"non-energy",0.596907016124371
"India","elect_td_trn","elect_td_trn","elect_td_trn",2015,"non-energy",3.90275155615838
"India","elect_td_bld","elect_td_bld","elect_td_bld",2020,"non-energy",3.7445843900282
"India","elect_td_ind","elect_td_ind","elect_td_ind",2020,"non-energy",0.586175688121716
"India","elect_td_trn","elect_td_trn","elect_td_trn",2020,"non-energy",3.7445843900282
"India","elect_td_bld","elect_td_bld","elect_td_bld",2025,"non-energy",3.55030746481785
"India","elect_td_ind","elect_td_ind","elect_td_ind",2025,"non-energy",0.566610887053157
"India","elect_td_trn","elect_td_trn","elect_td_trn",2025,"non-energy",3.55030746481785
"India","elect_td_bld","elect_td_bld","elect_td_bld",2030,"non-energy",3.30377427566555
"India","elect_td_ind","elect_td_ind","elect_td_ind",2030,"non-energy",0.533981407363147
"India","elect_td_trn","elect_td_trn","elect_td_trn",2030,"non-energy",3.30377427566555
"India","elect_td_bld","elect_td_bld","elect_td_bld",2035,"non-energy",3.03892966250621
"India","elect_td_ind","elect_td_ind","elect_td_ind",2035,"non-energy",0.496862099402609
"India","elect_td_trn","elect_td_trn","elect_td_trn",2035,"non-energy",3.03892966250621
"India","elect_td_bld","elect_td_bld","elect_td_bld",2040,"non-energy",2.84829724021498
"India","elect_td_ind","elect_td_ind","elect_td_ind",2040,"non-energy",0.478230555932975
"India","elect_td_trn","elect_td_trn","elect_td_trn",2040,"non-energy",2.84829724021498
"India","elect_td_bld","elect_td_bld","elect_td_bld",2045,"non-energy",2.6285502939714
"India","elect_td_ind","elect_td_ind","elect_td_ind",2045,"non-energy",0.452425711091326
"India","elect_td_trn","elect_td_trn","elect_td_trn",2045,"non-energy",2.6285502939714
"India","elect_td_bld","elect_td_bld","elect_td_bld",2050,"non-energy",2.46791697313283
"India","elect_td_ind","elect_td_ind","elect_td_ind",2050,"non-energy",0.441336418510435
"India","elect_td_trn","elect_td_trn","elect_td_trn",2050,"non-energy",2.46791697313283
"India","elect_td_bld","elect_td_bld","elect_td_bld",2055,"non-energy",2.40584570585983
"India","elect_td_ind","elect_td_ind","elect_td_ind",2055,"non-energy",0.425586992485941
"India","elect_td_trn","elect_td_trn","elect_td_trn",2055,"non-energy",2.40584570585983
"India","elect_td_bld","elect_td_bld","elect_td_bld",2060,"non-energy",2.3436586339837
"India","elect_td_ind","elect_td_ind","elect_td_ind",2060,"non-energy",0.409721761858326
"India","elect_td_trn","elect_td_trn","elect_td_trn",2060,"non-energy",2.3436586339837
"India","elect_td_bld","elect_td_bld","elect_td_bld",2065,"non-energy",2.28147156210757
"India","elect_td_ind","elect_td_ind","elect_td_ind",2065,"non-energy",0.39385653123071
"India","elect_td_trn","elect_td_trn","elect_td_trn",2065,"non-energy",2.28147156210757
"India","elect_td_bld","elect_td_bld","elect_td_bld",2070,"non-energy",2.21928449023145
"India","elect_td_ind","elect_td_ind","elect_td_ind",2070,"non-energy",0.377991300603095
"India","elect_td_trn","elect_td_trn","elect_td_trn",2070,"non-energy",2.21928449023145
"India","elect_td_bld","elect_td_bld","elect_td_bld",2075,"non-energy",2.15709741835532
"India","elect_td_ind","elect_td_ind","elect_td_ind",2075,"non-energy",0.36212606997548
"India","elect_td_trn","elect_td_trn","elect_td_trn",2075,"non-energy",2.15709741835532
"India","elect_td_bld","elect_td_bld","elect_td_bld",2080,"non-energy",2.09491034647919
"India","elect_td_ind","elect_td_ind","elect_td_ind",2080,"non-energy",0.346260839347864
"India","elect_td_trn","elect_td_trn","elect_td_trn",2080,"non-energy",2.09491034647919
"India","elect_td_bld","elect_td_bld","elect_td_bld",2085,"non-energy",2.03283907920619
"India","elect_td_ind","elect_td_ind","elect_td_ind",2085,"non-energy",0.33051141332337
"India","elect_td_trn","elect_td_trn","elect_td_trn",2085,"non-energy",2.03283907920619
"India","elect_td_bld","elect_td_bld","elect_td_bld",2090,"non-energy",1.97065200733006
"India","elect_td_ind","elect_td_ind","elect_td_ind",2090,"non-energy",0.314646182695755
"India","elect_td_trn","elect_td_trn","elect_td_trn",2090,"non-energy",1.97065200733006
"India","elect_td_bld","elect_td_bld","elect_td_bld",2095,"non-energy",1.90846493545393
"India","elect_td_ind","elect_td_ind","elect_td_ind",2095,"non-energy",0.298780952068139
"India","elect_td_trn","elect_td_trn","elect_td_trn",2095,"non-energy",1.90846493545393
"India","elect_td_bld","elect_td_bld","elect_td_bld",2100,"non-energy",1.8462778635778
"India","elect_td_ind","elect_td_ind","elect_td_ind",2100,"non-energy",0.282915721440524
"India","elect_td_trn","elect_td_trn","elect_td_trn",2100,"non-energy",1.8462778635778
"Indonesia","elect_td_bld","elect_td_bld","elect_td_bld",2015,"non-energy",2.15138653638096
"Indonesia","elect_td_ind","elect_td_ind","elect_td_ind",2015,"non-energy",0.329044188307331
"Indonesia","elect_td_trn","elect_td_trn","elect_td_trn",2015,"non-energy",2.15138653638096
"Indonesia","elect_td_bld","elect_td_bld","elect_td_bld",2020,"non-energy",2.20252838607924
"Indonesia","elect_td_ind","elect_td_ind","elect_td_ind",2020,"non-energy",0.344782880512912
"Indonesia","elect_td_trn","elect_td_trn","elect_td_trn",2020,"non-energy",2.20252838607924
"Indonesia","elect_td_bld","elect_td_bld","elect_td_bld",2025,"non-energy",2.24361660694347
"Indonesia","elect_td_ind","elect_td_ind","elect_td_ind",2025,"non-energy",0.358069718880716
"Indonesia","elect_td_trn","elect_td_trn","elect_td_trn",2025,"non-energy",2.24361660694347
"Indonesia","elect_td_bld","elect_td_bld","elect_td_bld",2030,"non-energy",2.26178628555554
"Indonesia","elect_td_ind","elect_td_ind","elect_td_ind",2030,"non-energy",0.365567294597421
"Indonesia","elect_td_trn","elect_td_trn","elect_td_trn",2030,"non-energy",2.26178628555554
"Indonesia","elect_td_bld","elect_td_bld","elect_td_bld",2035,"non-energy",2.27670967076921
"Indonesia","elect_td_ind","elect_td_ind","elect_td_ind",2035,"non-energy",0.372239858232093
"Indonesia","elect_td_trn","elect_td_trn","elect_td_trn",2035,"non-energy",2.27670967076921
"Indonesia","elect_td_bld","elect_td_bld","elect_td_bld",2040,"non-energy",2.36475948848846
"Indonesia","elect_td_ind","elect_td_ind","elect_td_ind",2040,"non-energy",0.397044321379273
"Indonesia","elect_td_trn","elect_td_trn","elect_td_trn",2040,"non-energy",2.36475948848846
"Indonesia","elect_td_bld","elect_td_bld","elect_td_bld",2045,"non-energy",2.45770177003278
"Indonesia","elect_td_ind","elect_td_ind","elect_td_ind",2045,"non-energy",0.42301928690796
"Indonesia","elect_td_trn","elect_td_trn","elect_td_trn",2045,"non-energy",2.45770177003278
"Indonesia","elect_td_bld","elect_td_bld","elect_td_bld",2050,"non-energy",2.65466116561403
"Indonesia","elect_td_ind","elect_td_ind","elect_td_ind",2050,"non-energy",0.474731793632255
"Indonesia","elect_td_trn","elect_td_trn","elect_td_trn",2050,"non-energy",2.65466116561403
"Indonesia","elect_td_bld","elect_td_bld","elect_td_bld",2055,"non-energy",2.58789304313505
"Indonesia","elect_td_ind","elect_td_ind","elect_td_ind",2055,"non-energy",0.457790628227139
"Indonesia","elect_td_trn","elect_td_trn","elect_td_trn",2055,"non-energy",2.58789304313505
"Indonesia","elect_td_bld","elect_td_bld","elect_td_bld",2060,"non-energy",2.52100035326338
"Indonesia","elect_td_ind","elect_td_ind","elect_td_ind",2060,"non-energy",0.440724895429339
"Indonesia","elect_td_trn","elect_td_trn","elect_td_trn",2060,"non-energy",2.52100035326338
"Indonesia","elect_td_bld","elect_td_bld","elect_td_bld",2065,"non-energy",2.45410766339171
"Indonesia","elect_td_ind","elect_td_ind","elect_td_ind",2065,"non-energy",0.423659162631539
"Indonesia","elect_td_trn","elect_td_trn","elect_td_trn",2065,"non-energy",2.45410766339171
"Indonesia","elect_td_bld","elect_td_bld","elect_td_bld",2070,"non-energy",2.38721497352004
"Indonesia","elect_td_ind","elect_td_ind","elect_td_ind",2070,"non-energy",0.406593429833738
"Indonesia","elect_td_trn","elect_td_trn","elect_td_trn",2070,"non-energy",2.38721497352004
"Indonesia","elect_td_bld","elect_td_bld","elect_td_bld",2075,"non-energy",2.32032228364837
"Indonesia","elect_td_ind","elect_td_ind","elect_td_ind",2075,"non-energy",0.389527697035938
"Indonesia","elect_td_trn","elect_td_trn","elect_td_trn",2075,"non-energy",2.32032228364837
"Indonesia","elect_td_bld","elect_td_bld","elect_td_bld",2080,"non-energy",2.2534295937767
"Indonesia","elect_td_ind","elect_td_ind","elect_td_ind",2080,"non-energy",0.372461964238138
"Indonesia","elect_td_trn","elect_td_trn","elect_td_trn",2080,"non-energy",2.2534295937767
"Indonesia","elect_td_bld","elect_td_bld","elect_td_bld",2085,"non-energy",2.18666147129772
"Indonesia","elect_td_ind","elect_td_ind","elect_td_ind",2085,"non-energy",0.355520798833022
"Indonesia","elect_td_trn","elect_td_trn","elect_td_trn",2085,"non-energy",2.18666147129772
"Indonesia","elect_td_bld","elect_td_bld","elect_td_bld",2090,"non-energy",2.11976878142605
"Indonesia","elect_td_ind","elect_td_ind","elect_td_ind",2090,"non-energy",0.338455066035222
"Indonesia","elect_td_trn","elect_td_trn","elect_td_trn",2090,"non-energy",2.11976878142605
"Indonesia","elect_td_bld","elect_td_bld","elect_td_bld",2095,"non-energy",2.05287609155438
"Indonesia","elect_td_ind","elect_td_ind","elect_td_ind",2095,"non-energy",0.321389333237422
"Indonesia","elect_td_trn","elect_td_trn","elect_td_trn",2095,"non-energy",2.05287609155438
"Indonesia","elect_td_bld","elect_td_bld","elect_td_bld",2100,"non-energy",1.98598340168271
"Indonesia","elect_td_ind","elect_td_ind","elect_td_ind",2100,"non-energy",0.304323600439622
"Indonesia","elect_td_trn","elect_td_trn","elect_td_trn",2100,"non-energy",1.98598340168271
"Japan","elect_td_bld","elect_td_bld","elect_td_bld",2015,"non-energy",2.18912449397312
"Japan","elect_td_ind","elect_td_ind","elect_td_ind",2015,"non-energy",0.334816026800462
"Japan","elect_td_trn","elect_td_trn","elect_td_trn",2015,"non-energy",2.18912449397312
"Japan","elect_td_bld","elect_td_bld","elect_td_bld",2020,"non-energy",2.12363587399796
"Japan","elect_td_ind","elect_td_ind","elect_td_ind",2020,"non-energy",0.332433079376091
"Japan","elect_td_trn","elect_td_trn","elect_td_trn",2020,"non-energy",2.12363587399796
"Japan","elect_td_bld","elect_td_bld","elect_td_bld",2025,"non-energy",2.03954706730382
"Japan","elect_td_ind","elect_td_ind","elect_td_ind",2025,"non-energy",0.32550126557869
"Japan","elect_td_trn","elect_td_trn","elect_td_trn",2025,"non-energy",2.03954706730382
"Japan","elect_td_bld","elect_td_bld","elect_td_bld",2030,"non-energy",1.92713549389077
"Japan","elect_td_ind","elect_td_ind","elect_td_ind",2030,"non-energy",0.311478459889626
"Japan","elect_td_trn","elect_td_trn","elect_td_trn",2030,"non-energy",1.92713549389077
"Japan","elect_td_bld","elect_td_bld","elect_td_bld",2035,"non-energy",1.80560268169712
"Japan","elect_td_ind","elect_td_ind","elect_td_ind",2035,"non-energy",0.295214315153034
"Japan","elect_td_trn","elect_td_trn","elect_td_trn",2035,"non-energy",1.80560268169712
"Japan","elect_td_bld","elect_td_bld","elect_td_bld",2040,"non-energy",1.73110711062004
"Japan","elect_td_ind","elect_td_ind","elect_td_ind",2040,"non-energy",0.290653764713427
"Japan","elect_td_trn","elect_td_trn","elect_td_trn",2040,"non-energy",1.73110711062004
"Japan","elect_td_bld","elect_td_bld","elect_td_bld",2045,"non-energy",1.64379746820567
"Japan","elect_td_ind","elect_td_ind","elect_td_ind",2045,"non-energy",0.282930191653074
"Japan","elect_td_trn","elect_td_trn","elect_td_trn",2045,"non-energy",1.64379746820567
"Japan","elect_td_bld","elect_td_bld","elect_td_bld",2050,"non-energy",1.60164124252035
"Japan","elect_td_ind","elect_td_ind","elect_td_ind",2050,"non-energy",0.286420741624555
"Japan","elect_td_trn","elect_td_trn","elect_td_trn",2050,"non-energy",1.60164124252035
"Japan","elect_td_bld","elect_td_bld","elect_td_bld",2055,"non-energy",1.56135791746434
"Japan","elect_td_ind","elect_td_ind","elect_td_ind",2055,"non-energy",0.276199599446165
"Japan","elect_td_trn","elect_td_trn","elect_td_trn",2055,"non-energy",1.56135791746434
"Japan","elect_td_bld","elect_td_bld","elect_td_bld",2060,"non-energy",1.52099943695114
"Japan","elect_td_ind","elect_td_ind","elect_td_ind",2060,"non-energy",0.26590330181058
"Japan","elect_td_trn","elect_td_trn","elect_td_trn",2060,"non-energy",1.52099943695114
"Japan","elect_td_bld","elect_td_bld","elect_td_bld",2065,"non-energy",1.48064095643793
"Japan","elect_td_ind","elect_td_ind","elect_td_ind",2065,"non-energy",0.255607004174996
"Japan","elect_td_trn","elect_td_trn","elect_td_trn",2065,"non-energy",1.48064095643793
"Japan","elect_td_bld","elect_td_bld","elect_td_bld",2070,"non-energy",1.44028247592473
"Japan","elect_td_ind","elect_td_ind","elect_td_ind",2070,"non-energy",0.245310706539412
"Japan","elect_td_trn","elect_td_trn","elect_td_trn",2070,"non-energy",1.44028247592473
"Japan","elect_td_bld","elect_td_bld","elect_td_bld",2075,"non-energy",1.39992399541153
"Japan","elect_td_ind","elect_td_ind","elect_td_ind",2075,"non-energy",0.235014408903828
"Japan","elect_td_trn","elect_td_trn","elect_td_trn",2075,"non-energy",1.39992399541153
"Japan","elect_td_bld","elect_td_bld","elect_td_bld",2080,"non-energy",1.35956551489833
"Japan","elect_td_ind","elect_td_ind","elect_td_ind",2080,"non-energy",0.224718111268244
"Japan","elect_td_trn","elect_td_trn","elect_td_trn",2080,"non-energy",1.35956551489833
"Japan","elect_td_bld","elect_td_bld","elect_td_bld",2085,"non-energy",1.31928218984232
"Japan","elect_td_ind","elect_td_ind","elect_td_ind",2085,"non-energy",0.214496969089854
"Japan","elect_td_trn","elect_td_trn","elect_td_trn",2085,"non-energy",1.31928218984232
"Japan","elect_td_bld","elect_td_bld","elect_td_bld",2090,"non-energy",1.27892370932912
"Japan","elect_td_ind","elect_td_ind","elect_td_ind",2090,"non-energy",0.204200671454269
"Japan","elect_td_trn","elect_td_trn","elect_td_trn",2090,"non-energy",1.27892370932912
"Japan","elect_td_bld","elect_td_bld","elect_td_bld",2095,"non-energy",1.23856522881591
"Japan","elect_td_ind","elect_td_ind","elect_td_ind",2095,"non-energy",0.193904373818685
"Japan","elect_td_trn","elect_td_trn","elect_td_trn",2095,"non-energy",1.23856522881591
"Japan","elect_td_bld","elect_td_bld","elect_td_bld",2100,"non-energy",1.19820674830271
"Japan","elect_td_ind","elect_td_ind","elect_td_ind",2100,"non-energy",0.183608076183101
"Japan","elect_td_trn","elect_td_trn","elect_td_trn",2100,"non-energy",1.19820674830271
"Mexico","elect_td_bld","elect_td_bld","elect_td_bld",2015,"non-energy",2.02216200452183
"Mexico","elect_td_ind","elect_td_ind","elect_td_ind",2015,"non-energy",0.309279919787499
"Mexico","elect_td_trn","elect_td_trn","elect_td_trn",2015,"non-energy",2.02216200452183
"Mexico","elect_td_bld","elect_td_bld","elect_td_bld",2020,"non-energy",2.05083483684133
"Mexico","elect_td_ind","elect_td_ind","elect_td_ind",2020,"non-energy",0.321036835198792
"Mexico","elect_td_trn","elect_td_trn","elect_td_trn",2020,"non-energy",2.05083483684133
"Mexico","elect_td_bld","elect_td_bld","elect_td_bld",2025,"non-energy",2.06867647158989
"Mexico","elect_td_ind","elect_td_ind","elect_td_ind",2025,"non-energy",0.330150169304753
"Mexico","elect_td_trn","elect_td_trn","elect_td_trn",2025,"non-energy",2.06867647158989
"Mexico","elect_td_bld","elect_td_bld","elect_td_bld",2030,"non-energy",2.06415060142773
"Mexico","elect_td_ind","elect_td_ind","elect_td_ind",2030,"non-energy",0.33362389533644
"Mexico","elect_td_trn","elect_td_trn","elect_td_trn",2030,"non-energy",2.06415060142773
"Mexico","elect_td_bld","elect_td_bld","elect_td_bld",2035,"non-energy",2.05561320608897
"Mexico","elect_td_ind","elect_td_ind","elect_td_ind",2035,"non-energy",0.336090797275899
"Mexico","elect_td_trn","elect_td_trn","elect_td_trn",2035,"non-energy",2.05561320608897
"Mexico","elect_td_bld","elect_td_bld","elect_td_bld",2040,"non-energy",2.11129229897561
"Mexico","elect_td_ind","elect_td_ind","elect_td_ind",2040,"non-energy",0.354487051288196
"Mexico","elect_td_trn","elect_td_trn","elect_td_trn",2040,"non-energy",2.11129229897561
"Mexico","elect_td_bld","elect_td_bld","elect_td_bld",2045,"non-energy",2.16863347592585
"Mexico","elect_td_ind","elect_td_ind","elect_td_ind",2045,"non-energy",0.373264892322004
"Mexico","elect_td_trn","elect_td_trn","elect_td_trn",2045,"non-energy",2.16863347592585
"Mexico","elect_td_bld","elect_td_bld","elect_td_bld",2050,"non-energy",2.31372770640145
"Mexico","elect_td_ind","elect_td_ind","elect_td_ind",2050,"non-energy",0.413762825276626
"Mexico","elect_td_trn","elect_td_trn","elect_td_trn",2050,"non-energy",2.31372770640145
"Mexico","elect_td_bld","elect_td_bld","elect_td_bld",2055,"non-energy",2.25553449632814
"Mexico","elect_td_ind","elect_td_ind","elect_td_ind",2055,"non-energy",0.398997383914742
"Mexico","elect_td_trn","elect_td_trn","elect_td_trn",2055,"non-energy",2.25553449632814
"Mexico","elect_td_bld","elect_td_bld","elect_td_bld",2060,"non-energy",2.19723271683306
"Mexico","elect_td_ind","elect_td_ind","elect_td_ind",2060,"non-energy",0.384123373131079
"Mexico","elect_td_trn","elect_td_trn","elect_td_trn",2060,"non-energy",2.19723271683306
"Mexico","elect_td_bld","elect_td_bld","elect_td_bld",2065,"non-energy",2.13893093733797
"Mexico","elect_td_ind","elect_td_ind","elect_td_ind",2065,"non-energy",0.369249362347416
"Mexico","elect_td_trn","elect_td_trn","elect_td_trn",2065,"non-energy",2.13893093733797
"Mexico","elect_td_bld","elect_td_bld","elect_td_bld",2070,"non-energy",2.08062915784288
"Mexico","elect_td_ind","elect_td_ind","elect_td_ind",2070,"non-energy",0.354375351563753
"Mexico","elect_td_trn","elect_td_trn","elect_td_trn",2070,"non-energy",2.08062915784288
"Mexico","elect_td_bld","elect_td_bld","elect_td_bld",2075,"non-energy",2.02232737834779
"Mexico","elect_td_ind","elect_td_ind","elect_td_ind",2075,"non-energy",0.33950134078009
"Mexico","elect_td_trn","elect_td_trn","elect_td_trn",2075,"non-energy",2.02232737834779
"Mexico","elect_td_bld","elect_td_bld","elect_td_bld",2080,"non-energy",1.96402559885271
"Mexico","elect_td_ind","elect_td_ind","elect_td_ind",2080,"non-energy",0.324627329996427
"Mexico","elect_td_trn","elect_td_trn","elect_td_trn",2080,"non-energy",1.96402559885271
"Mexico","elect_td_bld","elect_td_bld","elect_td_bld",2085,"non-energy",1.9058323887794
"Mexico","elect_td_ind","elect_td_ind","elect_td_ind",2085,"non-energy",0.309861888634543
"Mexico","elect_td_trn","elect_td_trn","elect_td_trn",2085,"non-energy",1.9058323887794
"Mexico","elect_td_bld","elect_td_bld","elect_td_bld",2090,"non-energy",1.84753060928431
"Mexico","elect_td_ind","elect_td_ind","elect_td_ind",2090,"non-energy",0.29498787785088
"Mexico","elect_td_trn","elect_td_trn","elect_td_trn",2090,"non-energy",1.84753060928431
"Mexico","elect_td_bld","elect_td_bld","elect_td_bld",2095,"non-energy",1.78922882978922
"Mexico","elect_td_ind","elect_td_ind","elect_td_ind",2095,"non-energy",0.280113867067217
"Mexico","elect_td_trn","elect_td_trn","elect_td_trn",2095,"non-energy",1.78922882978922
"Mexico","elect_td_bld","elect_td_bld","elect_td_bld",2100,"non-energy",1.73092705029413
"Mexico","elect_td_ind","elect_td_ind","elect_td_ind",2100,"non-energy",0.265239856283554
"Mexico","elect_td_trn","elect_td_trn","elect_td_trn",2100,"non-energy",1.73092705029413
"Middle East","elect_td_bld","elect_td_bld","elect_td_bld",2015,"non-energy",2.32883395557768
"Middle East","elect_td_ind","elect_td_ind","elect_td_ind",2015,"non-energy",0.356183914725362
"Middle East","elect_td_trn","elect_td_trn","elect_td_trn",2015,"non-energy",2.32883395557768
"Middle East","elect_td_bld","elect_td_bld","elect_td_bld",2020,"non-energy",2.30077165958558
"Middle East","elect_td_ind","elect_td_ind","elect_td_ind",2020,"non-energy",0.360161841821479
"Middle East","elect_td_trn","elect_td_trn","elect_td_trn",2020,"non-energy",2.30077165958558
"Middle East","elect_td_bld","elect_td_bld","elect_td_bld",2025,"non-energy",2.25588524332124
"Middle East","elect_td_ind","elect_td_ind","elect_td_ind",2025,"non-energy",0.360027730407838
"Middle East","elect_td_trn","elect_td_trn","elect_td_trn",2025,"non-energy",2.25588524332124
"Middle East","elect_td_bld","elect_td_bld","elect_td_bld",2030,"non-energy",2.18263933213818
"Middle East","elect_td_ind","elect_td_ind","elect_td_ind",2030,"non-energy",0.352774955276421
"Middle East","elect_td_trn","elect_td_trn","elect_td_trn",2030,"non-energy",2.18263933213818
"Middle East","elect_td_bld","elect_td_bld","elect_td_bld",2035,"non-energy",2.10174969050569
"Middle East","elect_td_ind","elect_td_ind","elect_td_ind",2035,"non-energy",0.343634068444421
"Middle East","elect_td_trn","elect_td_trn","elect_td_trn",2035,"non-energy",2.10174969050569
"Middle East","elect_td_bld","elect_td_bld","elect_td_bld",2040,"non-energy",2.08058909758722
"Middle East","elect_td_ind","elect_td_ind","elect_td_ind",2040,"non-energy",0.349331968152355
"Middle East","elect_td_trn","elect_td_trn","elect_td_trn",2040,"non-energy",2.08058909758722
"Middle East","elect_td_bld","elect_td_bld","elect_td_bld",2045,"non-energy",2.05209529273266
"Middle East","elect_td_ind","elect_td_ind","elect_td_ind",2045,"non-energy",0.353206356435741
"Middle East","elect_td_trn","elect_td_trn","elect_td_trn",2045,"non-energy",2.05209529273266
"Middle East","elect_td_bld","elect_td_bld","elect_td_bld",2050,"non-energy",2.09312077471185
"Middle East","elect_td_ind","elect_td_ind","elect_td_ind",2050,"non-energy",0.374311792608022
"Middle East","elect_td_trn","elect_td_trn","elect_td_trn",2050,"non-energy",2.09312077471185
"Middle East","elect_td_bld","elect_td_bld","elect_td_bld",2055,"non-energy",2.04047611103141
"Middle East","elect_td_ind","elect_td_ind","elect_td_ind",2055,"non-energy",0.360954191375672
"Middle East","elect_td_trn","elect_td_trn","elect_td_trn",2055,"non-energy",2.04047611103141
"Middle East","elect_td_bld","elect_td_bld","elect_td_bld",2060,"non-energy",1.98773322969485
"Middle East","elect_td_ind","elect_td_ind","elect_td_ind",2060,"non-energy",0.347498372487202
"Middle East","elect_td_trn","elect_td_trn","elect_td_trn",2060,"non-energy",1.98773322969485
"Middle East","elect_td_bld","elect_td_bld","elect_td_bld",2065,"non-energy",1.9349903483583
"Middle East","elect_td_ind","elect_td_ind","elect_td_ind",2065,"non-energy",0.334042553598732
"Middle East","elect_td_trn","elect_td_trn","elect_td_trn",2065,"non-energy",1.9349903483583
"Middle East","elect_td_bld","elect_td_bld","elect_td_bld",2070,"non-energy",1.88224746702174
"Middle East","elect_td_ind","elect_td_ind","elect_td_ind",2070,"non-energy",0.320586734710262
"Middle East","elect_td_trn","elect_td_trn","elect_td_trn",2070,"non-energy",1.88224746702174
"Middle East","elect_td_bld","elect_td_bld","elect_td_bld",2075,"non-energy",1.82950458568518
"Middle East","elect_td_ind","elect_td_ind","elect_td_ind",2075,"non-energy",0.307130915821792
"Middle East","elect_td_trn","elect_td_trn","elect_td_trn",2075,"non-energy",1.82950458568518
"Middle East","elect_td_bld","elect_td_bld","elect_td_bld",2080,"non-energy",1.77676170434862
"Middle East","elect_td_ind","elect_td_ind","elect_td_ind",2080,"non-energy",0.293675096933322
"Middle East","elect_td_trn","elect_td_trn","elect_td_trn",2080,"non-energy",1.77676170434862
"Middle East","elect_td_bld","elect_td_bld","elect_td_bld",2085,"non-energy",1.72411704066819
"Middle East","elect_td_ind","elect_td_ind","elect_td_ind",2085,"non-energy",0.280317495700973
"Middle East","elect_td_trn","elect_td_trn","elect_td_trn",2085,"non-energy",1.72411704066819
"Middle East","elect_td_bld","elect_td_bld","elect_td_bld",2090,"non-energy",1.67137415933163
"Middle East","elect_td_ind","elect_td_ind","elect_td_ind",2090,"non-energy",0.266861676812503
"Middle East","elect_td_trn","elect_td_trn","elect_td_trn",2090,"non-energy",1.67137415933163
"Middle East","elect_td_bld","elect_td_bld","elect_td_bld",2095,"non-energy",1.61863127799507
"Middle East","elect_td_ind","elect_td_ind","elect_td_ind",2095,"non-energy",0.253405857924033
"Middle East","elect_td_trn","elect_td_trn","elect_td_trn",2095,"non-energy",1.61863127799507
"Middle East","elect_td_bld","elect_td_bld","elect_td_bld",2100,"non-energy",1.56588839665851
"Middle East","elect_td_ind","elect_td_ind","elect_td_ind",2100,"non-energy",0.239950039035563
"Middle East","elect_td_trn","elect_td_trn","elect_td_trn",2100,"non-energy",1.56588839665851
"Pakistan","elect_td_bld","elect_td_bld","elect_td_bld",2015,"non-energy",3.80790919666354
"Pakistan","elect_td_ind","elect_td_ind","elect_td_ind",2015,"non-energy",0.582401334941841
"Pakistan","elect_td_trn","elect_td_trn","elect_td_trn",2015,"non-energy",3.80790919666354
"Pakistan","elect_td_bld","elect_td_bld","elect_td_bld",2020,"non-energy",3.74325260546891
"Pakistan","elect_td_ind","elect_td_ind","elect_td_ind",2020,"non-energy",0.585967211118887
"Pakistan","elect_td_trn","elect_td_trn","elect_td_trn",2020,"non-energy",3.74325260546891
"Pakistan","elect_td_bld","elect_td_bld","elect_td_bld",2025,"non-energy",3.64974976674992
"Pakistan","elect_td_ind","elect_td_ind","elect_td_ind",2025,"non-energy",0.582481369107654
"Pakistan","elect_td_trn","elect_td_trn","elect_td_trn",2025,"non-energy",3.64974976674992
"Pakistan","elect_td_bld","elect_td_bld","elect_td_bld",2030,"non-energy",3.50907696486932
"Pakistan","elect_td_ind","elect_td_ind","elect_td_ind",2030,"non-energy",0.567164006950518
"Pakistan","elect_td_trn","elect_td_trn","elect_td_trn",2030,"non-energy",3.50907696486932
"Pakistan","elect_td_bld","elect_td_bld","elect_td_bld",2035,"non-energy",3.35497653882443
"Pakistan","elect_td_ind","elect_td_ind","elect_td_ind",2035,"non-energy",0.548535462038979
"Pakistan","elect_td_trn","elect_td_trn","elect_td_trn",2035,"non-energy",3.35497653882443
"Pakistan","elect_td_bld","elect_td_bld","elect_td_bld",2040,"non-energy",3.29416807072774
"Pakistan","elect_td_ind","elect_td_ind","elect_td_ind",2040,"non-energy",0.553092495248802
"Pakistan","elect_td_trn","elect_td_trn","elect_td_trn",2040,"non-energy",3.29416807072774
"Pakistan","elect_td_bld","elect_td_bld","elect_td_bld",2045,"non-energy",3.21852716445835
"Pakistan","elect_td_ind","elect_td_ind","elect_td_ind",2045,"non-energy",0.553972448001658
"Pakistan","elect_td_trn","elect_td_trn","elect_td_trn",2045,"non-energy",3.21852716445835
