"region","supplysector","subsector","stub.technology","year","minicam.non.energy.input","input.cost"
"Australia_NZ","elect_td_bld","elect_td_bld","elect_td_bld",2035,"non-energy",1.83293069129718
"Australia_NZ","elect_td_ind","elect_td_ind","elect_td_ind",2035,"non-energy",0.299682418640228
"Australia_NZ","elect_td_trn","elect_td_trn","elect_td_trn",2035,"non-energy",1.83293069129718
"Australia_NZ","elect_td_bld","elect_td_bld","elect_td_bld",2040,"non-energy",1.73741697094968
"Australia_NZ","elect_td_ind","elect_td_ind","elect_td_ind",2040,"non-energy",0.291713193473423
"Australia_NZ","elect_td_trn","elect_td_trn","elect_td_trn",2040,"non-energy",1.73741697094968
"Australia_NZ","elect_td_bld","elect_td_bld","elect_td_bld",2045,"non-energy",1.62659448420022
"Australia_NZ","elect_td_ind","elect_td_ind","elect_td_ind",2045,"non-energy",0.279969216438177
"Australia_NZ","elect_td_trn","elect_td_trn","elect_td_trn",2045,"non-energy",1.62659448420022
"Australia_NZ","elect_td_bld","elect_td_bld","elect_td_bld",2050,"non-energy",1.55646269959179
"Australia_NZ","elect_td_ind","elect_td_ind","elect_td_ind",2050,"non-energy",0.278341484280537
"Australia_NZ","elect_td_trn","elect_td_trn","elect_td_trn",2050,"non-energy",1.55646269959179
"Australia_NZ","elect_td_bld","elect_td_bld","elect_td_bld",2055,"non-energy",1.51731567265425
"Australia_NZ","elect_td_ind","elect_td_ind","elect_td_ind",2055,"non-energy",0.268408656550118
"Australia_NZ","elect_td_trn","elect_td_trn","elect_td_trn",2055,"non-energy",1.51731567265425
"Australia_NZ","elect_td_bld","elect_td_bld","elect_td_bld",2060,"non-energy",1.4780956102187
"Australia_NZ","elect_td_ind","elect_td_ind","elect_td_ind",2060,"non-energy",0.258402793321681
"Australia_NZ","elect_td_trn","elect_td_trn","elect_td_trn",2060,"non-energy",1.4780956102187
"Australia_NZ","elect_td_bld","elect_td_bld","elect_td_bld",2065,"non-energy",1.43887554778315
"Australia_NZ","elect_td_ind","elect_td_ind","elect_td_ind",2065,"non-energy",0.248396930093245
"Australia_NZ","elect_td_trn","elect_td_trn","elect_td_trn",2065,"non-energy",1.43887554778315
"Australia_NZ","elect_td_bld","elect_td_bld","elect_td_bld",2070,"non-energy",1.3996554853476
"Australia_NZ","elect_td_ind","elect_td_ind","elect_td_ind",2070,"non-energy",0.238391066864808
"Australia_NZ","elect_td_trn","elect_td_trn","elect_td_trn",2070,"non-energy",1.3996554853476
"Australia_NZ","elect_td_bld","elect_td_bld","elect_td_bld",2075,"non-energy",1.36043542291205
"Australia_NZ","elect_td_ind","elect_td_ind","elect_td_ind",2075,"non-energy",0.228385203636371
"Australia_NZ","elect_td_trn","elect_td_trn","elect_td_trn",2075,"non-energy",1.36043542291205
"Australia_NZ","elect_td_bld","elect_td_bld","elect_td_bld",2080,"non-energy",1.3212153604765
"Australia_NZ","elect_td_ind","elect_td_ind","elect_td_ind",2080,"non-energy",0.218379340407935
"Australia_NZ","elect_td_trn","elect_td_trn","elect_td_trn",2080,"non-energy",1.3212153604765
"Australia_NZ","elect_td_bld","elect_td_bld","elect_td_bld",2085,"non-energy",1.28206833353897
"Australia_NZ","elect_td_ind","elect_td_ind","elect_td_ind",2085,"non-energy",0.208446512677516
"Australia_NZ","elect_td_trn","elect_td_trn","elect_td_trn",2085,"non-energy",1.28206833353897
"Australia_NZ","elect_td_bld","elect_td_bld","elect_td_bld",2090,"non-energy",1.24284827110342
"Australia_NZ","elect_td_ind","elect_td_ind","elect_td_ind",2090,"non-energy",0.198440649449079
"Australia_NZ","elect_td_trn","elect_td_trn","elect_td_trn",2090,"non-energy",1.24284827110342
"Australia_NZ","elect_td_bld","elect_td_bld","elect_td_bld",2095,"non-energy",1.20362820866786
"Australia_NZ","elect_td_ind","elect_td_ind","elect_td_ind",2095,"non-energy",0.188434786220642
"Australia_NZ","elect_td_trn","elect_td_trn","elect_td_trn",2095,"non-energy",1.20362820866786
"Australia_NZ","elect_td_bld","elect_td_bld","elect_td_bld",2100,"non-energy",1.16440814623231
"Australia_NZ","elect_td_ind","elect_td_ind","elect_td_ind",2100,"non-energy",0.178428922992206
"Australia_NZ","elect_td_trn","elect_td_trn","elect_td_trn",2100,"non-energy",1.16440814623231
"Brazil","elect_td_bld","elect_td_bld","elect_td_bld",2015,"non-energy",2.43526970876166
"Brazil","elect_td_ind","elect_td_ind","elect_td_ind",2015,"non-energy",0.372462749523787
"Brazil","elect_td_trn","elect_td_trn","elect_td_trn",2015,"non-energy",2.43526970876166
"Brazil","elect_td_bld","elect_td_bld","elect_td_bld",2020,"non-energy",2.41467475548229
"Brazil","elect_td_ind","elect_td_ind","elect_td_ind",2020,"non-energy",0.377992185235357
"Brazil","elect_td_trn","elect_td_trn","elect_td_trn",2020,"non-energy",2.41467475548229
"Brazil","elect_td_bld","elect_td_bld","elect_td_bld",2025,"non-energy",2.37710992042373
"Brazil","elect_td_ind","elect_td_ind","elect_td_ind",2025,"non-energy",0.379374567972313
"Brazil","elect_td_trn","elect_td_trn","elect_td_trn",2025,"non-energy",2.37710992042373
"Brazil","elect_td_bld","elect_td_bld","elect_td_bld",2030,"non-energy",2.31026187605956
"Brazil","elect_td_ind","elect_td_ind","elect_td_ind",2030,"non-energy",0.373402292354611
"Brazil","elect_td_trn","elect_td_trn","elect_td_trn",2030,"non-energy",2.31026187605956
"Brazil","elect_td_bld","elect_td_bld","elect_td_bld",2035,"non-energy",2.23585390457946
"Brazil","elect_td_ind","elect_td_ind","elect_td_ind",2035,"non-energy",0.365559979453655
"Brazil","elect_td_trn","elect_td_trn","elect_td_trn",2035,"non-energy",2.23585390457946
"Brazil","elect_td_bld","elect_td_bld","elect_td_bld",2040,"non-energy",2.22594263553397
"Brazil","elect_td_ind","elect_td_ind","elect_td_ind",2040,"non-energy",0.373736901133948
"Brazil","elect_td_trn","elect_td_trn","elect_td_trn",2040,"non-energy",2.22594263553397
"Brazil","elect_td_bld","elect_td_bld","elect_td_bld",2045,"non-energy",2.20968763616718
"Brazil","elect_td_ind","elect_td_ind","elect_td_ind",2045,"non-energy",0.380331128674049
"Brazil","elect_td_trn","elect_td_trn","elect_td_trn",2045,"non-energy",2.20968763616718
"Brazil","elect_td_bld","elect_td_bld","elect_td_bld",2050,"non-energy",2.2706474170827
"Brazil","elect_td_ind","elect_td_ind","elect_td_ind",2050,"non-energy",0.406058797627674
"Brazil","elect_td_trn","elect_td_trn","elect_td_trn",2050,"non-energy",2.2706474170827
"Brazil","elect_td_bld","elect_td_bld","elect_td_bld",2055,"non-energy",2.21353773136682
"Brazil","elect_td_ind","elect_td_ind","elect_td_ind",2055,"non-energy",0.391568280356481
"Brazil","elect_td_trn","elect_td_trn","elect_td_trn",2055,"non-energy",2.21353773136682
"Brazil","elect_td_bld","elect_td_bld","elect_td_bld",2060,"non-energy",2.15632149772983
"Brazil","elect_td_ind","elect_td_ind","elect_td_ind",2060,"non-energy",0.376971215164176
"Brazil","elect_td_trn","elect_td_trn","elect_td_trn",2060,"non-energy",2.15632149772983
"Brazil","elect_td_bld","elect_td_bld","elect_td_bld",2065,"non-energy",2.09910526409283
"Brazil","elect_td_ind","elect_td_ind","elect_td_ind",2065,"non-energy",0.362374149971871
"Brazil","elect_td_trn","elect_td_trn","elect_td_trn",2065,"non-energy",2.09910526409283
"Brazil","elect_td_bld","elect_td_bld","elect_td_bld",2070,"non-energy",2.04188903045584
"Brazil","elect_td_ind","elect_td_ind","elect_td_ind",2070,"non-energy",0.347777084779566
"Brazil","elect_td_trn","elect_td_trn","elect_td_trn",2070,"non-energy",2.04188903045584
"Brazil","elect_td_bld","elect_td_bld","elect_td_bld",2075,"non-energy",1.98467279681885
"Brazil","elect_td_ind","elect_td_ind","elect_td_ind",2075,"non-energy",0.333180019587261
"Brazil","elect_td_trn","elect_td_trn","elect_td_trn",2075,"non-energy",1.98467279681885
"Brazil","elect_td_bld","elect_td_bld","elect_td_bld",2080,"non-energy",1.92745656318186
"Brazil","elect_td_ind","elect_td_ind","elect_td_ind",2080,"non-energy",0.318582954394956
"Brazil","elect_td_trn","elect_td_trn","elect_td_trn",2080,"non-energy",1.92745656318186
"Brazil","elect_td_bld","elect_td_bld","elect_td_bld",2085,"non-energy",1.87034687746598
"Brazil","elect_td_ind","elect_td_ind","elect_td_ind",2085,"non-energy",0.304092437123762
"Brazil","elect_td_trn","elect_td_trn","elect_td_trn",2085,"non-energy",1.87034687746598
"Brazil","elect_td_bld","elect_td_bld","elect_td_bld",2090,"non-energy",1.81313064382899
"Brazil","elect_td_ind","elect_td_ind","elect_td_ind",2090,"non-energy",0.289495371931457
"Brazil","elect_td_trn","elect_td_trn","elect_td_trn",2090,"non-energy",1.81313064382899
"Brazil","elect_td_bld","elect_td_bld","elect_td_bld",2095,"non-energy",1.755914410192
"Brazil","elect_td_ind","elect_td_ind","elect_td_ind",2095,"non-energy",0.274898306739152
"Brazil","elect_td_trn","elect_td_trn","elect_td_trn",2095,"non-energy",1.755914410192
"Brazil","elect_td_bld","elect_td_bld","elect_td_bld",2100,"non-energy",1.69869817655501
"Brazil","elect_td_ind","elect_td_ind","elect_td_ind",2100,"non-energy",0.260301241546847
"Brazil","elect_td_trn","elect_td_trn","elect_td_trn",2100,"non-energy",1.69869817655501
"Canada","elect_td_bld","elect_td_bld","elect_td_bld",2015,"non-energy",1.76879986134047
"Canada","elect_td_ind","elect_td_ind","elect_td_ind",2015,"non-energy",0.270529402694854
"Canada","elect_td_trn","elect_td_trn","elect_td_trn",2015,"non-energy",1.76879986134047
"Canada","elect_td_bld","elect_td_bld","elect_td_bld",2020,"non-energy",1.71707124892805
"Canada","elect_td_ind","elect_td_ind","elect_td_ind",2020,"non-energy",0.26878962150639
"Canada","elect_td_trn","elect_td_trn","elect_td_trn",2020,"non-energy",1.71707124892805
"Canada","elect_td_bld","elect_td_bld","elect_td_bld",2025,"non-energy",1.65039824622794
"Canada","elect_td_ind","elect_td_ind","elect_td_ind",2025,"non-energy",0.263395106917639
"Canada","elect_td_trn","elect_td_trn","elect_td_trn",2025,"non-energy",1.65039824622794
"Canada","elect_td_bld","elect_td_bld","elect_td_bld",2030,"non-energy",1.56089108320509
"Canada","elect_td_ind","elect_td_ind","elect_td_ind",2030,"non-energy",0.25228322149295
"Canada","elect_td_trn","elect_td_trn","elect_td_trn",2030,"non-energy",1.56089108320509
"Canada","elect_td_bld","elect_td_bld","elect_td_bld",2035,"non-energy",1.46407271387376
"Canada","elect_td_ind","elect_td_ind","elect_td_ind",2035,"non-energy",0.239374491377161
"Canada","elect_td_trn","elect_td_trn","elect_td_trn",2035,"non-energy",1.46407271387376
"Canada","elect_td_bld","elect_td_bld","elect_td_bld",2040,"non-energy",1.40553633486581
"Canada","elect_td_ind","elect_td_ind","elect_td_ind",2040,"non-energy",0.235990265803909
"Canada","elect_td_trn","elect_td_trn","elect_td_trn",2040,"non-energy",1.40553633486581
"Canada","elect_td_bld","elect_td_bld","elect_td_bld",2045,"non-energy",1.33682577932943
"Canada","elect_td_ind","elect_td_ind","elect_td_ind",2045,"non-energy",0.230094267248939
"Canada","elect_td_trn","elect_td_trn","elect_td_trn",2045,"non-energy",1.33682577932943
"Canada","elect_td_bld","elect_td_bld","elect_td_bld",2050,"non-energy",1.30521124537353
"Canada","elect_td_ind","elect_td_ind","elect_td_ind",2050,"non-energy",0.233410306223333
"Canada","elect_td_trn","elect_td_trn","elect_td_trn",2050,"non-energy",1.30521124537353
"Canada","elect_td_bld","elect_td_bld","elect_td_bld",2055,"non-energy",1.27238351375155
"Canada","elect_td_ind","elect_td_ind","elect_td_ind",2055,"non-energy",0.225080881781937
"Canada","elect_td_trn","elect_td_trn","elect_td_trn",2055,"non-energy",1.27238351375155
"Canada","elect_td_bld","elect_td_bld","elect_td_bld",2060,"non-energy",1.23949453636163
"Canada","elect_td_ind","elect_td_ind","elect_td_ind",2060,"non-energy",0.21669021157259
"Canada","elect_td_trn","elect_td_trn","elect_td_trn",2060,"non-energy",1.23949453636163
"Canada","elect_td_bld","elect_td_bld","elect_td_bld",2065,"non-energy",1.20660555897171
"Canada","elect_td_ind","elect_td_ind","elect_td_ind",2065,"non-energy",0.208299541363243
"Canada","elect_td_trn","elect_td_trn","elect_td_trn",2065,"non-energy",1.20660555897171
"Canada","elect_td_bld","elect_td_bld","elect_td_bld",2070,"non-energy",1.17371658158178
"Canada","elect_td_ind","elect_td_ind","elect_td_ind",2070,"non-energy",0.199908871153896
"Canada","elect_td_trn","elect_td_trn","elect_td_trn",2070,"non-energy",1.17371658158178
"Canada","elect_td_bld","elect_td_bld","elect_td_bld",2075,"non-energy",1.14082760419186
"Canada","elect_td_ind","elect_td_ind","elect_td_ind",2075,"non-energy",0.191518200944549
"Canada","elect_td_trn","elect_td_trn","elect_td_trn",2075,"non-energy",1.14082760419186
"Canada","elect_td_bld","elect_td_bld","elect_td_bld",2080,"non-energy",1.10793862680194
"Canada","elect_td_ind","elect_td_ind","elect_td_ind",2080,"non-energy",0.183127530735201
"Canada","elect_td_trn","elect_td_trn","elect_td_trn",2080,"non-energy",1.10793862680194
"Canada","elect_td_bld","elect_td_bld","elect_td_bld",2085,"non-energy",1.07511089517997
"Canada","elect_td_ind","elect_td_ind","elect_td_ind",2085,"non-energy",0.174798106293806
"Canada","elect_td_trn","elect_td_trn","elect_td_trn",2085,"non-energy",1.07511089517997
"Canada","elect_td_bld","elect_td_bld","elect_td_bld",2090,"non-energy",1.04222191779004
"Canada","elect_td_ind","elect_td_ind","elect_td_ind",2090,"non-energy",0.166407436084458
"Canada","elect_td_trn","elect_td_trn","elect_td_trn",2090,"non-energy",1.04222191779004
"Canada","elect_td_bld","elect_td_bld","elect_td_bld",2095,"non-energy",1.00933294040012
"Canada","elect_td_ind","elect_td_ind","elect_td_ind",2095,"non-energy",0.158016765875111
"Canada","elect_td_trn","elect_td_trn","elect_td_trn",2095,"non-energy",1.00933294040012
"Canada","elect_td_bld","elect_td_bld","elect_td_bld",2100,"non-energy",0.976443963010198
"Canada","elect_td_ind","elect_td_ind","elect_td_ind",2100,"non-energy",0.149626095665764
"Canada","elect_td_trn","elect_td_trn","elect_td_trn",2100,"non-energy",0.976443963010198
"Central America and Caribbean","elect_td_bld","elect_td_bld","elect_td_bld",2015,"non-energy",3.86063059275784
"Central America and Caribbean","elect_td_ind","elect_td_ind","elect_td_ind",2015,"non-energy",0.590464818044909
"Central America and Caribbean","elect_td_trn","elect_td_trn","elect_td_trn",2015,"non-energy",3.86063059275784
"Central America and Caribbean","elect_td_bld","elect_td_bld","elect_td_bld",2020,"non-energy",3.69955172030107
"Central America and Caribbean","elect_td_ind","elect_td_ind","elect_td_ind",2020,"non-energy",0.579126292670633
"Central America and Caribbean","elect_td_trn","elect_td_trn","elect_td_trn",2020,"non-energy",3.69955172030107
"Central America and Caribbean","elect_td_bld","elect_td_bld","elect_td_bld",2025,"non-energy",3.50242386524608
"Central America and Caribbean","elect_td_ind","elect_td_ind","elect_td_ind",2025,"non-energy",0.558968909816672
"Central America and Caribbean","elect_td_trn","elect_td_trn","elect_td_trn",2025,"non-energy",3.50242386524608
"Central America and Caribbean","elect_td_bld","elect_td_bld","elect_td_bld",2030,"non-energy",3.25340714593134
"Central America and Caribbean","elect_td_ind","elect_td_ind","elect_td_ind",2030,"non-energy",0.525840684487975
"Central America and Caribbean","elect_td_trn","elect_td_trn","elect_td_trn",2030,"non-energy",3.25340714593134
"Central America and Caribbean","elect_td_bld","elect_td_bld","elect_td_bld",2035,"non-energy",2.98604798791604
"Central America and Caribbean","elect_td_ind","elect_td_ind","elect_td_ind",2035,"non-energy",0.488215996078477
"Central America and Caribbean","elect_td_trn","elect_td_trn","elect_td_trn",2035,"non-energy",2.98604798791604
"Central America and Caribbean","elect_td_bld","elect_td_bld","elect_td_bld",2040,"non-energy",2.79102437965096
"Central America and Caribbean","elect_td_ind","elect_td_ind","elect_td_ind",2040,"non-energy",0.46861441350209
"Central America and Caribbean","elect_td_trn","elect_td_trn","elect_td_trn",2040,"non-energy",2.79102437965096
"Central America and Caribbean","elect_td_bld","elect_td_bld","elect_td_bld",2045,"non-energy",2.56650124336599
"Central America and Caribbean","elect_td_ind","elect_td_ind","elect_td_ind",2045,"non-energy",0.441745837129211
"Central America and Caribbean","elect_td_trn","elect_td_trn","elect_td_trn",2045,"non-energy",2.56650124336599
"Central America and Caribbean","elect_td_bld","elect_td_bld","elect_td_bld",2050,"non-energy",2.3980687360157
"Central America and Caribbean","elect_td_ind","elect_td_ind","elect_td_ind",2050,"non-energy",0.428845491488117
"Central America and Caribbean","elect_td_trn","elect_td_trn","elect_td_trn",2050,"non-energy",2.3980687360157
"Central America and Caribbean","elect_td_bld","elect_td_bld","elect_td_bld",2055,"non-energy",2.33775424121188
"Central America and Caribbean","elect_td_ind","elect_td_ind","elect_td_ind",2055,"non-energy",0.413541813702074
"Central America and Caribbean","elect_td_trn","elect_td_trn","elect_td_trn",2055,"non-energy",2.33775424121188
"Central America and Caribbean","elect_td_bld","elect_td_bld","elect_td_bld",2060,"non-energy",2.27732721936552
"Central America and Caribbean","elect_td_ind","elect_td_ind","elect_td_ind",2060,"non-energy",0.398125608873486
"Central America and Caribbean","elect_td_trn","elect_td_trn","elect_td_trn",2060,"non-energy",2.27732721936552
"Central America and Caribbean","elect_td_bld","elect_td_bld","elect_td_bld",2065,"non-energy",2.21690019751916
"Central America and Caribbean","elect_td_ind","elect_td_ind","elect_td_ind",2065,"non-energy",0.382709404044899
"Central America and Caribbean","elect_td_trn","elect_td_trn","elect_td_trn",2065,"non-energy",2.21690019751916
"Central America and Caribbean","elect_td_bld","elect_td_bld","elect_td_bld",2070,"non-energy",2.1564731756728
"Central America and Caribbean","elect_td_ind","elect_td_ind","elect_td_ind",2070,"non-energy",0.367293199216312
"Central America and Caribbean","elect_td_trn","elect_td_trn","elect_td_trn",2070,"non-energy",2.1564731756728
"Central America and Caribbean","elect_td_bld","elect_td_bld","elect_td_bld",2075,"non-energy",2.09604615382644
"Central America and Caribbean","elect_td_ind","elect_td_ind","elect_td_ind",2075,"non-energy",0.351876994387724
"Central America and Caribbean","elect_td_trn","elect_td_trn","elect_td_trn",2075,"non-energy",2.09604615382644
"Central America and Caribbean","elect_td_bld","elect_td_bld","elect_td_bld",2080,"non-energy",2.03561913198008
"Central America and Caribbean","elect_td_ind","elect_td_ind","elect_td_ind",2080,"non-energy",0.336460789559137
"Central America and Caribbean","elect_td_trn","elect_td_trn","elect_td_trn",2080,"non-energy",2.03561913198008
"Central America and Caribbean","elect_td_bld","elect_td_bld","elect_td_bld",2085,"non-energy",1.97530463717626
"Central America and Caribbean","elect_td_ind","elect_td_ind","elect_td_ind",2085,"non-energy",0.321157111773094
"Central America and Caribbean","elect_td_trn","elect_td_trn","elect_td_trn",2085,"non-energy",1.97530463717626
"Central America and Caribbean","elect_td_bld","elect_td_bld","elect_td_bld",2090,"non-energy",1.9148776153299
"Central America and Caribbean","elect_td_ind","elect_td_ind","elect_td_ind",2090,"non-energy",0.305740906944506
"Central America and Caribbean","elect_td_trn","elect_td_trn","elect_td_trn",2090,"non-energy",1.9148776153299
"Central America and Caribbean","elect_td_bld","elect_td_bld","elect_td_bld",2095,"non-energy",1.85445059348354
"Central America and Caribbean","elect_td_ind","elect_td_ind","elect_td_ind",2095,"non-energy",0.290324702115919
"Central America and Caribbean","elect_td_trn","elect_td_trn","elect_td_trn",2095,"non-energy",1.85445059348354
"Central America and Caribbean","elect_td_bld","elect_td_bld","elect_td_bld",2100,"non-energy",1.79402357163718
"Central America and Caribbean","elect_td_ind","elect_td_ind","elect_td_ind",2100,"non-energy",0.274908497287332
"Central America and Caribbean","elect_td_trn","elect_td_trn","elect_td_trn",2100,"non-energy",1.79402357163718
"Central Asia","elect_td_bld","elect_td_bld","elect_td_bld",2015,"non-energy",2.665823274743
"Central Asia","elect_td_ind","elect_td_ind","elect_td_ind",2015,"non-energy",0.407724804806193
"Central Asia","elect_td_trn","elect_td_trn","elect_td_trn",2015,"non-energy",2.665823274743
"Central Asia","elect_td_bld","elect_td_bld","elect_td_bld",2020,"non-energy",2.5959049925186
"Central Asia","elect_td_ind","elect_td_ind","elect_td_ind",2020,"non-energy",0.406361891413196
"Central Asia","elect_td_trn","elect_td_trn","elect_td_trn",2020,"non-energy",2.5959049925186
"Central Asia","elect_td_bld","elect_td_bld","elect_td_bld",2025,"non-energy",2.50403634328402
"Central Asia","elect_td_ind","elect_td_ind","elect_td_ind",2025,"non-energy",0.399631374955942
"Central Asia","elect_td_trn","elect_td_trn","elect_td_trn",2025,"non-energy",2.50403634328402
"Central Asia","elect_td_bld","elect_td_bld","elect_td_bld",2030,"non-energy",2.37809585233548
"Central Asia","elect_td_ind","elect_td_ind","elect_td_ind",2030,"non-energy",0.384366141303267
"Central Asia","elect_td_trn","elect_td_trn","elect_td_trn",2030,"non-energy",2.37809585233548
"Central Asia","elect_td_bld","elect_td_bld","elect_td_bld",2035,"non-energy",2.24153456879388
"Central Asia","elect_td_ind","elect_td_ind","elect_td_ind",2035,"non-energy",0.36648876263097
"Central Asia","elect_td_trn","elect_td_trn","elect_td_trn",2035,"non-energy",2.24153456879388
"Central Asia","elect_td_bld","elect_td_bld","elect_td_bld",2040,"non-energy",2.16454286610178
"Central Asia","elect_td_ind","elect_td_ind","elect_td_ind",2040,"non-energy",0.3634278486042
"Central Asia","elect_td_trn","elect_td_trn","elect_td_trn",2040,"non-energy",2.16454286610178
"Central Asia","elect_td_bld","elect_td_bld","elect_td_bld",2045,"non-energy",2.07343503079845
"Central Asia","elect_td_ind","elect_td_ind","elect_td_ind",2045,"non-energy",0.356879349184278
"Central Asia","elect_td_trn","elect_td_trn","elect_td_trn",2045,"non-energy",2.07343503079845
"Central Asia","elect_td_bld","elect_td_bld","elect_td_bld",2050,"non-energy",2.04238959497653
"Central Asia","elect_td_ind","elect_td_ind","elect_td_ind",2050,"non-energy",0.365239559864805
"Central Asia","elect_td_trn","elect_td_trn","elect_td_trn",2050,"non-energy",2.04238959497653
"Central Asia","elect_td_bld","elect_td_bld","elect_td_bld",2055,"non-energy",1.99102088532968
"Central Asia","elect_td_ind","elect_td_ind","elect_td_ind",2055,"non-energy",0.352205708163366
"Central Asia","elect_td_trn","elect_td_trn","elect_td_trn",2055,"non-energy",1.99102088532968
"Central Asia","elect_td_bld","elect_td_bld","elect_td_bld",2060,"non-energy",1.93955633853796
"Central Asia","elect_td_ind","elect_td_ind","elect_td_ind",2060,"non-energy",0.339076019317062
"Central Asia","elect_td_trn","elect_td_trn","elect_td_trn",2060,"non-energy",1.93955633853796
"Central Asia","elect_td_bld","elect_td_bld","elect_td_bld",2065,"non-energy",1.88809179174625
"Central Asia","elect_td_ind","elect_td_ind","elect_td_ind",2065,"non-energy",0.325946330470759
"Central Asia","elect_td_trn","elect_td_trn","elect_td_trn",2065,"non-energy",1.88809179174625
"Central Asia","elect_td_bld","elect_td_bld","elect_td_bld",2070,"non-energy",1.83662724495454
"Central Asia","elect_td_ind","elect_td_ind","elect_td_ind",2070,"non-energy",0.312816641624456
"Central Asia","elect_td_trn","elect_td_trn","elect_td_trn",2070,"non-energy",1.83662724495454
"Central Asia","elect_td_bld","elect_td_bld","elect_td_bld",2075,"non-energy",1.78516269816282
"Central Asia","elect_td_ind","elect_td_ind","elect_td_ind",2075,"non-energy",0.299686952778153
"Central Asia","elect_td_trn","elect_td_trn","elect_td_trn",2075,"non-energy",1.78516269816282
"Central Asia","elect_td_bld","elect_td_bld","elect_td_bld",2080,"non-energy",1.73369815137111
"Central Asia","elect_td_ind","elect_td_ind","elect_td_ind",2080,"non-energy",0.28655726393185
"Central Asia","elect_td_trn","elect_td_trn","elect_td_trn",2080,"non-energy",1.73369815137111
"Central Asia","elect_td_bld","elect_td_bld","elect_td_bld",2085,"non-energy",1.68232944172426
"Central Asia","elect_td_ind","elect_td_ind","elect_td_ind",2085,"non-energy",0.27352341223041
"Central Asia","elect_td_trn","elect_td_trn","elect_td_trn",2085,"non-energy",1.68232944172426
"Central Asia","elect_td_bld","elect_td_bld","elect_td_bld",2090,"non-energy",1.63086489493254
"Central Asia","elect_td_ind","elect_td_ind","elect_td_ind",2090,"non-energy",0.260393723384107
"Central Asia","elect_td_trn","elect_td_trn","elect_td_trn",2090,"non-energy",1.63086489493254
"Central Asia","elect_td_bld","elect_td_bld","elect_td_bld",2095,"non-energy",1.57940034814083
"Central Asia","elect_td_ind","elect_td_ind","elect_td_ind",2095,"non-energy",0.247264034537804
"Central Asia","elect_td_trn","elect_td_trn","elect_td_trn",2095,"non-energy",1.57940034814083
"Central Asia","elect_td_bld","elect_td_bld","elect_td_bld",2100,"non-energy",1.52793580134912
"Central Asia","elect_td_ind","elect_td_ind","elect_td_ind",2100,"non-energy",0.2341343456915
"Central Asia","elect_td_trn","elect_td_trn","elect_td_trn",2100,"non-energy",1.52793580134912
"China","elect_td_bld","elect_td_bld","elect_td_bld",2015,"non-energy",2.14985914194072
"China","elect_td_ind","elect_td_ind","elect_td_ind",2015,"non-energy",0.328810580698788
"China","elect_td_trn","elect_td_trn","elect_td_trn",2015,"non-energy",2.14985914194072
"China","elect_td_bld","elect_td_bld","elect_td_bld",2020,"non-energy",2.12357568969868
"China","elect_td_ind","elect_td_ind","elect_td_ind",2020,"non-energy",0.332423658150831
"China","elect_td_trn","elect_td_trn","elect_td_trn",2020,"non-energy",2.12357568969868
"China","elect_td_bld","elect_td_bld","elect_td_bld",2025,"non-energy",2.08173417324964
"China","elect_td_ind","elect_td_ind","elect_td_ind",2025,"non-energy",0.332234111609364
"China","elect_td_trn","elect_td_trn","elect_td_trn",2025,"non-energy",2.08173417324964
"China","elect_td_bld","elect_td_bld","elect_td_bld",2030,"non-energy",2.01369655732242
"China","elect_td_ind","elect_td_ind","elect_td_ind",2030,"non-energy",0.325469124692163
"China","elect_td_trn","elect_td_trn","elect_td_trn",2030,"non-energy",2.01369655732242
"China","elect_td_bld","elect_td_bld","elect_td_bld",2035,"non-energy",1.93858394261249
"China","elect_td_ind","elect_td_ind","elect_td_ind",2035,"non-energy",0.316956624392639
"China","elect_td_trn","elect_td_trn","elect_td_trn",2035,"non-energy",1.93858394261249
"China","elect_td_bld","elect_td_bld","elect_td_bld",2040,"non-energy",1.91852211186202
"China","elect_td_ind","elect_td_ind","elect_td_ind",2040,"non-energy",0.322120838784448
"China","elect_td_trn","elect_td_trn","elect_td_trn",2040,"non-energy",1.91852211186202
"China","elect_td_bld","elect_td_bld","elect_td_bld",2045,"non-energy",1.89163344555027
"China","elect_td_ind","elect_td_ind","elect_td_ind",2045,"non-energy",0.325587685611363
"China","elect_td_trn","elect_td_trn","elect_td_trn",2045,"non-energy",1.89163344555027
"China","elect_td_bld","elect_td_bld","elect_td_bld",2050,"non-energy",1.92872630994736
"China","elect_td_ind","elect_td_ind","elect_td_ind",2050,"non-energy",0.344913208663767
"China","elect_td_trn","elect_td_trn","elect_td_trn",2050,"non-energy",1.92872630994736
"China","elect_td_bld","elect_td_bld","elect_td_bld",2055,"non-energy",1.88021637724519
"China","elect_td_ind","elect_td_ind","elect_td_ind",2055,"non-energy",0.332604718276649
"China","elect_td_trn","elect_td_trn","elect_td_trn",2055,"non-energy",1.88021637724519
"China","elect_td_bld","elect_td_bld","elect_td_bld",2060,"non-energy",1.83161594093723
"China","elect_td_ind","elect_td_ind","elect_td_ind",2060,"non-energy",0.320205724283743
"China","elect_td_trn","elect_td_trn","elect_td_trn",2060,"non-energy",1.83161594093723
"China","elect_td_bld","elect_td_bld","elect_td_bld",2065,"non-energy",1.78301550462927
"China","elect_td_ind","elect_td_ind","elect_td_ind",2065,"non-energy",0.307806730290837
